sku,name,category_id,uom_id,auto_reorder,lead_time,reorder_level,remark,quantity_to_reorder,status,price
77539,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 500MM -  BLACK",VKN,PC,1,,0,,0,0,54.9
77542,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM - GREEN",VKN,PC,1,,0,,0,0,59.3
77543,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM - BLUE",VKN,PC,1,,0,,0,0,59.3
77544,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM - RED",VKN,PC,1,,0,,0,0,59.3
77545,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM-WHITE",VKN,PC,1,,0,,0,0,59.3
77546,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM-YELLOW",VKN,PC,1,,0,,0,0,59.3
77548,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM-PURPLE",VKN,PC,1,,0,,0,0,59.3
77549,"FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE, 600MM-BLACK",VKN,PC,1,,0,,0,0,59.3
77552,FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE 700MM (GREEN),VKN,PC,1,,0,,0,0,64.7
77553,FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE 700MM (BLUE),VKN,PC,1,,0,,0,0,64.7
77554,FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE 700MM (RED),VKN,PC,1,,0,,0,0,64.7
77555,FLOOR SQUEEGEE W/ REPLACEMENT CASSETTE 700MM (WHITE),VKN,PC,1,,0,,0,0,64.7
77623,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 400MM - BLUE",VKN,PC,1,,0,,0,0,59.9
77624,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 400MM - RED",VKN,PC,1,,0,,0,0,59.9
77625,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 400MM - WHITE",VKN,PC,1,,0,,0,0,59.9
77626,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 400MM - YELLOW",VKN,PC,1,,0,,0,0,59.9
77643,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 600MM- BLUE",VKN,PC,1,,0,,0,0,70.5
77644,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 600MM- RED",VKN,PC,1,,0,,0,0,70.5
77645,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 600MM - WHITE",VKN,PC,1,,0,,0,0,70.5
77646,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE, 600MM- YELLOW",VKN,PC,1,,0,,0,0,70.5
77653,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE,700MM - BLUE",VKN,PC,1,,0,,0,0,74
77654,"REVOLVING NECK FLOOR SQUEEGEE W/REPLACEMENT CASSETTE,700MM - RED",VKN,PC,1,,0,,0,0,74
77725,"REPLACEMENT CASSETTE BLADE, 400 MM - WHITE",VKN,PC,1,,0,,0,0,23.1
77729,REPLACEMENT CASSETTE  400 MM - BLACK,VKN,PC,1,,0,,0,0,23.1
77735,"REPLACEMENT CASSETTE, 500 MM WHITE",VKN,PC,1,,0,,0,0,27.5
77739,"REPLACEMENT CASSETTE, 500 MM BLACK",VKN,PC,1,,0,,0,0,27.5
77749,REPLACEMENT CASSETTE  600 MM - BLACK,VKN,PC,1,,0,,0,0,31.8
77755,"REPLACEMENT CASSETTE, 700 MM WHITE",VKN,PC,1,,0,,0,1,36.6
78-0250,FAN,TKP,PC,1,,0,,0,0,329
78-0808,FAN EVAPORATOR,TKP,PC,1,,0,,0,0,294
78-1181,FAN A VAPORATOR,TKP,PC,1,,0,,0,0,390
78-1182,FAN A VAPORATOR,TKP,PC,1,,0,,0,0,390
78-1373,BLOWER MOTOR 12V,TKP,PC,1,,0,,0,0,390
78-783,FAN,TKP,PC,1,,0,,0,0,433
7877,SQUARE GRATING FOR FLOOR DRAIN CODE. 43563 MAX LOAD 2000KG,RSR,PC,1,,0,,0,0,211
79411I0110,FRONT WINDSCREEN,ZZZ,PC,1,,0,,0,1,420
79CR/89/80,RADIO 24 VOLT,AAC,SET,1,,0,,0,0,225
79DC332/007,RADIO SET 12 VOLT,AAC,SET,1,,0,,0,0,250
80-BLACK-SIZE35,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE36,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE37,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE38,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE39,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE40,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE41,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE42,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE43,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE44,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE45,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE46,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-BLACK-SIZE47,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE35,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE36,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE37,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE38,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE39,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE40,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE41,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE42,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE43,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE44,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE45,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE46,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
80-WHITE-SIZE47,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,106
8000STC-B-40,"KORAKOH WATERPROOF PVC WORK BOOTS 15"" BLACK WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8000STC-B-41,"KORAKOH WATERPROOF PVC WORK BOOTS 15"" BLACK WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8000STC-B-42,"KORAKOH WATERPROOF PVC WORK BOOTS 15"" BLACK WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8000STC-Y-40,"KORAKOH WATERPROOF PVC WORK BOOTS 15""  YELLOW WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8000STC-Y-41,"KORAKOH WATERPROOF PVC WORK BOOTS 15""  YELLOW WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8000STC-Y-42,"KORAKOH WATERPROOF PVC WORK BOOTS 15""  YELLOW WITH LINING, STEEL TOE CAP",SKA-O,PAIR,1,,0,,0,0,48
8005-BLACK-SIZE35,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE36,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE37,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE38,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE39,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE40,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE41,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE42,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE43,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE44,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE45,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE46,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLACK-SIZE47,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLU-44,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLUE-SIZE42,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLUE-SIZE43,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLUE-SIZE45,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-BLUE-SIZE46,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE35,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE36,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE37,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE38,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE39,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE40,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE41,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE42,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE43,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE44,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE45,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE46,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
8005-WHITE-SIZE47,FLEX EN347-02 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,156
80154,DOOR LOCK,PAL,PC,1,,10,,10,0,18.7
80200S,SLIDING DOOR BRACKET,PAL,PC,1,,30,,30,0,350
81 WHITE SIZE 39,SIKA SHOE WHITE SIZE 39,SKA,PAIR,1,,0,,0,0,99
81 WHITE SIZE 42,SIKA SHOE WHITE SIZE 42,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE35,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE36,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE37,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE38,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE39,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE40,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE41,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE42,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE43,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE44,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE45,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE46,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-BLACK-SIZE47,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE35,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE36,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE37,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE38,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE39,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE40,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE41,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE42,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE43,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE44,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE45,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE46,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
81-WHITE-SIZE47,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,99
8105-BLACK-SIZE35,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE36,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE37,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE38,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE39,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE40,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE41,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE42,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE43,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE44,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE45,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE46,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLACK-SIZE47,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE36,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE37,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE38,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE39,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE40,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE41,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE42,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE43,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE44,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE45,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-BLUE-SIZE46,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE35,FLEX EN345-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE36,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE37,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE38,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE39,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE40,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE41,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE42,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE43,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE44,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE45,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE46,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8105-WHITE-SIZE47,FLEX EN347-O+A+E+ORO+WRO OPEN,SKA,PAIR,1,,0,,0,0,148
8111-BLK-36,FLEX LIGHT - CLOSED CLOG,SKA,PAIR,1,,0,,0,0,228
81510DH0100,SIGNAL LAMP - RH (V 58),ZZZ,PC,1,,0,,0,1,36
81520DH0100,SIGNAL LAMP - LH (V 58),ZZZ,PC,1,,0,,0,1,36
81520I0110,SIGNAL LAMP-LH,ZZZ,PC,1,,0,,0,1,140
8185-BLACK-SIZE35,FLEX EN347-O+A+E+ORO=WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE36,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE37,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE38,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE39,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE40,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE41,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE42,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE43,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE44,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE45,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE46,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-BLACK-SIZE47,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE35,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE36,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE37,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE38,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE39,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE40,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE41,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE42,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE43,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE44,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE45,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE46,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8185-WHITE-SIZE47,FLEX EN347-O+A+E+ORO+WRU OPEN,SKA,PAIR,1,,0,,0,0,180
8195-WHITE-SIZE35,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE36,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE37,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE38,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE39,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE40,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE41,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE42,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE43,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE44,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE45,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE46,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
8195-WHITE-SIZE47,FLEX EN347-O+A+E+ORO OPEN,SKA,PAIR,1,,0,,0,0,131
83710M6300,METER CABLE,ZZZ,PC,1,,0,,0,1,43.5
83710M6350,METER CABLE,ZZZ,PC,1,,0,,0,1,59
85129090,DEMCO INVERTER 2 X 18W OR 1 X 36W 24V IN CASING,PAL,PC,1,,5,,8,0,121.3
8535,SLIDING SYSTEMS,BUI,PC,1,,0,,0,0,1100
871775,VALVE-INTAKE,TKP,PC,1,,0,,0,0,21
872506,EXHAUST VALVE (ASQ),TKP,PC,1,,0,,0,0,300
8734,CIERRE CORREDERA 8734,BUI,PC,1,,0,,0,0,1120
8737,CIERRE CORREDERA,BUI,PC,1,,0,,0,0,1377
88-BLACK-SIZE35,FLEX EN347-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE36,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE37,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE38,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE39,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE40,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE41,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE42,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE43,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE44,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE45,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE46,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-BLACK-SIZE47,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE35,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE36,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE37,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE38,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE39,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE40,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE41,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE42,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE43,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE44,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
88-WHITE-SIZE45,FLEX EN345-S2 CLOSED MODEL,SKA,PAIR,1,,0,,0,0,181
