sku,name,category_id,uom_id,auto_reorder,lead_time,reorder_level,remark,quantity_to_reorder,status,price
#100 MOP DISC,"4"" RED MOP DISC #100",ZZ0,PC,1,,0,,0,0,7
#120 MOP DISC,"4"" RED MOP DISC #120",ZZ0,PC,0,,10,,30,0,7
#40 MOP DISC,"4"" RED MOP DIS #40",ZZ0,PC,0,,20,,30,0,6
#60 MOP DISC,"4"" RED MOP DISC #60 ( 10 PCS/BOX )",ZZ0,PC,0,,10,,20,0,6
#80 MOP DISC,"4"" RED MOP DIS #80 ( 10 PCS/BOX )",ZZ0,PC,0,,10,,20,0,6
28,HINGE/CHARNIERE I-206,BUI,PC,1,,0,,0,0,40
34,HINGE/CHARANIERE I-215,BUI,PC,1,,0,,0,0,45
01-3000-2101,PURE SINE POWER INVERTER SK2000 240/12/50HZ,PSL,SET,1,,0,,0,0,1360
01-3000-2203,SK2000 230/24/50Hz PURE SINE POWER INVERTER,PSL,PC,1,,0,,0,0,1360
01-3102-2103,CONVERTER PURE SINE WAVE 1000 DC 12V,PSL,SET,1,,0,,0,0,750
018-6857,SOLENOID COIL,AAC,PC,1,,1,,1,0,84
018-6887,COIL FOR SOLENOID VALVE 24VD.C,AAC,PC,1,,2,,2,0,86
187,HINGE/CHARANIERE G-556,BUI,PC,1,,0,,0,0,35
20315730,"EXTERNAL DOOR LOCKS ?25MM, PART#071921020",PAL,PC,1,,10,,10,0,16
20512926,LOCK FOR LUGGAGE COMPARTMENT,PAL,PC,1,,10,,10,0,61.2
20512981,LOCK,PAL,PC,1,,20,,20,0,61.2
20705,HYPERTHEM NOZZLE,ZZZ,PC,1,,0,,0,1,13
020814394B,POLIALL HINGES 2700X28MM ,PAL,PC,1,,20,,20,0,188.8
20815680,BLACK ANODIZEN ALUM. HINGE,PAL,PC,1,,10,,10,0,27
20815681,BLACK ANODIZED ALUM. HINGE,PAL,PC,1,,10,,10,0,20.8
20821095,POLIALL HINGE 270 300X28,PAL,PC,1,,20,,20,0,196
020823496B,POLIALL HINGE 2700 X 29MM,PAL,PC,1,,0,,0,0,258.3
20846,"SCHNEIDER 83934 CAP,FOR INDUSTRIAL PLUG 16A,3P+E IP67",ZZ0,PC,1,,0,"REMARKS:

FOR ID# E-PLUG",0,0,12
20902342,BLACK ABS HOLE COVER,PAL,PC,1,,10,,10,0,4
2126018,MODEL 6002 W.MOTOR 3.25M,OMS,PC,1,,0,,0,0,2440
024120253B,Z.PL FILLER FLAP 245X190 W/KEY (024120253E & G),PAL,PC,1,,10,,10,0,110
30520744,Z.PL.PLATE,PAL,PC,1,,20,,20,0,17
030520827A,LOCK,PAL,PC,1,,25,,25,0,58
30522477,SET OF 2 PCS DOOR HANDLES W/KY,PAL,PC,1,,10,,10,0,46
3135227,MODEL: 6802 W.MOTOR 3.5M,OMS,PC,1,,0,,0,0,2056
314,FERMETURE/LOCK G-24,BUI,PC,1,,0,,0,0,144.5
031T-66626,AIRCON COMPRESSOR SHAFT SPCSL,ZZ0,PC,1,,0,,0,0,383.6
332019150,RELAY,AAC,PC,1,,1,,1,0,120
034L0042,CRANKCASE PRESSURE REGULATOR,AAC,PC,1,,1,,1,0,250
035315473B,MOUNTING BRACKET FE355 (81 X 100MM),PAL,PC,1,,0,,0,0,6.5
035315991B,CHASSIS BRACKET CAST.Z.PL. 130X72,PAL,PC,1,,0,,0,0,13.7
35321301,SIZE: 100MM (L) X 4MM (THK) MS HINGES FOR WELDING,PAL,PC,1,,10,,10,0,15
35402556,Z.PL. STRIKER F/035412857,PAL,PC,1,,0,,0,0,7.3
035412857A,Z.PL. SIDE BOARD LOCK W/O STRIKER,PAL,PC,1,,0,,0,0,51.9
35415657,Z.PL. SIDE BOARD LOCK W/STRIKER,PAL,PC,1,,0,,0,0,20.1
35422247,CHIUSURA NASELLO TONDO ZINC,PAL,PC,1,,5,,5,0,18.8
35422278,FRAME A1 85MM GASKET (939X1891MM BACK DOOR),PAL,PC,1,,5,Used for Turkey gasket temporailly,5,0,177
035422279A,SS SPRING BOLT LATCH,PAL,PC,0,,8,,20,0,61.8
35518614,ALU. SQUARE ADJ BAR,PAL,PC,1,,15,,10,0,278
35518764,FRAME B1 85MM GASKET (939X1891MM - OPPOSITE),PAL,PC,1,,50,Used for Turkey gasket temporailly,50,0,168
035520031A,BLACK PLASTIC END PIECE,PAL,PC,1,,50,,50,0,3
0360-66663,HIGH PRESSURE RUBBER HOSE,ZZ0,PC,1,,0,,0,0,95.9
036B-66661,DRIER FILTER,ZZ0,PC,1,,0,,0,0,52.7
38613805,CEILING LIGHT,ZZZ,PC,1,,0,,0,1,41.55
38615900,CEILING LIGHT 24V (038615900A),PAL,PC,1,,40,,40,0,68.5
38617455,CEILING LIGHT 12V (038617455A),PAL,PC,1,,20,,10,0,67
38623737,RECESSED CEILING LIGHT D.178/V,PAL,PC,1,,30,,25,0,28
38623738,RECESSED CEILING LIGHT D.178 -24V,PAL,PC,1,,20,,15,0,28
038625984I,RECESSED CEILING LIGHT 24V,PAL,PC,1,,0,,0,0,42.8
038627013A,REC CEILING LIGHT 12V - EXPORT,PAL,PC,1,,0,,0,0,42.8
038627014A,REC CEILING LIGHT 24V - EXPORT,PAL,PC,1,,0,,0,0,42.8
03C08500,85MM DOOR GASKET-2.85M 1705.0206-A-02 (#9.E12.32198.990023),PAL,PC,1,,0,,0,0,70
03C08501,85MM DOOR COUNTERPART-2.85M 1705.0207-A-02 (#9.E12.32925.990014),PAL,PC,1,,0,,0,0,70
03Y6-66319,STRAINER (FILTER DRIER),ZZZ,PC,1,,0,,0,1,16.7
40226618,TELESCOPIC GUIDE/SLIDING DOOR SYSTEM,PAL,PC,1,,0,,0,0,2000
40426618,SLIDING DOOR - INTERNAL BLOCK W/THREAD 2,PAL,PC,1,,0,,0,0,11.6
40526618,SLIDING DOOR - EXT. BLOCK 2,PAL,PC,1,,0,,0,0,10.5
040676-00303D,PISTON KIT STD,ZZZ,PC,1,,0,,0,1,382.5
040678-00103D,VALVE EXHAUST,ZZZ,PC,1,,0,,0,1,102
040692-00103D,CON ROD BEARING,ZZZ,PC,1,,0,,0,1,25.84
040692-00403D,MAIN BEARING,ZZZ,PC,1,,0,,0,1,35.36
040692-00703D,MAIN BEARING,ZZZ,PC,1,,0,,0,1,42.16
040695-00103D,MAIN BEARING BUSH,ZZZ,PC,1,,0,,0,1,74.8
040745-00103D,WASHER,ZZZ,PC,1,,0,,0,1,25.84
040745-01803D,WASHER,ZZZ,PC,1,,0,,0,1,27.88
540255,400MM SQUEEGEE - WHITE,VKN,PC,1,,0,,0,0,66.8
54030,"REPLACEMNET SQUEEGEE BLADE ,400",VKN,PC,1,,0,,0,0,25.8
54035,"REPLACEMNET SQUEEGEE BLADE ,400 ( WHITE )",VKN,PC,1,,0,,0,0,25.8
550252,"SQUEEGEE, 50 CM, DREJELED - GREEN",VKN,PC,1,,0,,0,0,71.4
550253,"SQUEEGEE, 50 CM REVL.NECK - BLUE",VKN,PC,1,,0,,0,0,71.4
550254,"SQUEEGEE, 50 CM REVL.NECK - RED",VKN,PC,1,,0,,0,0,71.4
550255,SQUEEGEE 50 CM REVOLV.NECK - WHITE,VKN,PC,1,,0,,0,0,71.4
550256,"SQUEEGEE,50CM. REVL. NECK - YELLOW",VKN,PC,1,,0,,0,0,71.4
55030,REFILL 50CM - BLACK,VKN,PC,1,,0,,0,0,30.6
55035,REFILL 50CM - WHITE,VKN,PC,1,,0,,0,0,30.6
56030,"REPLACEMENT BLADE, 600MM",VKN,PC,1,,0,,0,0,35.5
56035,REPLACEMENT BLADE 600MM - WHITE,VKN,PC,1,,0,,0,0,35.5
570255,700MM SQUEEGEE - WHITE,VKN,PC,1,,0,,0,0,85.65
57030,"REPLACEMENT SQUEEGEE BLADE, 700MM - BLACK",VKN,PC,1,,0,,0,0,40.8
57035,"REPLACEMENT SQUEEGEE BLADE, 700MM - WHITE",VKN,PC,1,,0,,0,0,40.8
571,FERMETURE S-01,BUI,PC,1,,0,,0,0,68.3
600,WALL BRACKET SYSTEM 65X920MM,VKN,PC,1,,0,,0,0,216.7
605,"WALL BRACKET SYSTEM, 470MM",VKN,PC,1,,0,,0,0,145.3
610,"WAL BRACKET SYSTEM, 247MM",VKN,PC,1,,0,,0,0,102
6152,WALL BRACKET 240MM - GREEN,VKN,PC,1,,0,,0,0,42.6
6153,WALL BRACKET 240MM - BLUE,VKN,PC,1,,0,,0,0,42.6
6154,WALL BRACKET 240MM - RED,VKN,PC,1,,0,,0,0,42.6
6155,WALL BRACKET 240MM - WHITE,VKN,PC,1,,0,,0,0,42.6
6156,WALL BRACKET 240MM - YELLOW,VKN,PC,1,,0,,0,0,42.6
6157,WALL BRACKET 240MM - ORANGE,VKN,PC,1,,0,,0,0,41
6158,WALL BRACKET 240MM - PURPLE,VKN,PC,1,,0,,0,0,41
6159,WALL BRACKET 240MM - BLACK,VKN,PC,1,,0,,0,0,42.6
617,"WALL BRACKET FOR 4 PRODUCTS,305MM",VKN,PC,1,,0,,0,0,86.3
618,"WALL BRACKET FOR 6 PRODUCTS, 460MM",VKN,PC,1,,0,,0,0,106.2
620,BUCKET MOUNTING,VKN,PC,1,,0,,0,0,100
068-3202,"EXPANSION VALVE (R12,3 TON)",ZZZ,PC,1,,0,,0,1,80
068-3209,0683209 DANFOSS EXPANSION VALVE R22 WITH EQUALIZER,AAC,PC,1,,0,,0,0,93.5
068-3348,068Z3348 EXPANSION VALVE R134 WITH EQUALIZER,AAC,PC,0,,1,,2,0,120
068-3404,"TES2(B) R404A 1.5M 3/8"" SAE X 1/2"" SAE EXPANSION V",AAC,PC,0,,0,,1,0,120
068Z3207,EXP. VALVE (DANFOSS),MIP,PC,1,,1,,1,0,73.2
691,SMALL HOOK FOR 0600/0605,VKN,PC,1,,0,,0,0,6.1
696,EXTRA LARGE CLIP,VKN,PC,1,,0,,0,0,8.1
698,EXTRA LARGE CLIP FOR THE WALL MOUNTING,VKN,PC,1,,0,,0,0,10.8
700,"TAP COUPLING, MALE WITH REDUCER 1/2""",VKN,PC,1,,0,,0,0,20.3
701,"1/2"" HOSE COUPLING",VKN,PC,1,,0,,0,0,26.2
70115766,S.S HINGE,PAL,PC,1,,60,,50,0,36
070120776A,"SS REAR DOOR HINGE ""BIG"" H33",PAL,PC,1,,0,,0,0,61.6
70120783,"S.S. HINGE ""MEDIUM""",PAL,PC,1,,80,,100,0,58.4
070122152A,SS REC REAR DOOR HINGE W/RIV,PAL,PC,1,,10,,10,0,136.75
70122685,SS LAW PROT. HINGE HOLE (070122685C),PAL,PC,1,,10,,10,0,148
703,"AUTOMATIC WATERTIGHT COUPLING 1/2""",VKN,PC,1,,0,,0,0,63.4
70322203,SET OF 2 SS FLAT BRACKETS+,PAL,PC,1,,30,,25,0,30
70322206,SET OF 2 SS FLAT BRACKET+ PINS,ZZZ,PC,1,,200,,100,1,28
070322206A,S/S FLAT BRACKET,ZZZ,PC,1,,0,,0,1,1
70326242,SS BRACKET FLAT F/070120776A,PAL,PC,1,,0,,0,0,46
70326243,S.S FLAT BRACKET,PAL,PC,1,,0,,0,0,43
705,"MALE COUPLING 1/2""",VKN,PC,1,,0,,0,0,20.5
070521111A,S.S PIN 10X130MM (FOR 070326242),PAL,PC,1,,0,,0,0,10
70652,"HOSE COUPLING WITH SWIVEL JOINT 1/2""",VKN,PC,1,,0,,0,0,74
070810489A,S.S. COMPL HINGE EX 0708 10489,PAL,PC,1,,30,,30,0,20
70820809,SS HINGE 60MM,PAL,PC,1,,10,,10,0,15.25
70822017,S/S HINGE ---> 070822017A,PAL,PC,1,,50,,50,0,48.3
70823074,SS SIDE DOOR HINGE BIG,PAL,PC,1,,10,,10,0,35
0708L-1/2,"HOSENIPPEL 1/2""",VKN,PC,1,,0,,0,0,6.3
0708L-3/4,"HOSENIPPEL 3/4""",VKN,PC,1,,0,,0,0,8.8
7112,HEAVY DUTY WATERGUN - GREEN,VKN,PC,1,,0,,0,1,242.7
7113,HEAVY DUTY WATERGUN - BLUE,VKN,PC,1,,0,,0,0,242.7
7114,HEAVY DUTY WATERGUN - RED,ZZZ,PC,1,,0,,0,1,242.7
7115,HEAVY DUTY WATERGUN - WHITE,ZZZ,PC,1,,0,,0,1,242.7
7116,HEAVY DUTY WATERGUN - YELLOW,VKN,PC,1,,0,,0,1,242.7
7119,HEAVY DUTY WATERGUN - BLACK,ZZZ,PC,1,,0,,0,1,242.7
712,"QUICK FIT HOSE COUPLING WITH 1/2'' THREAD FOR 9324X, 1/2''",VKN,PC,1,,0,,0,0,16
071222167A,"S.S. KIT BIG 6 F/EXTERN, HANDLE 22MM",PAL,PC,1,,0,,0,0,226
71222172,SS EXT. DOOR GEAR KIT 22MM,ZZZ,PC,1,,120,,100,1,166
071222172A,S/S EXT. DOOR GEAR KIT,ZZZ,PC,1,,0,,0,1,1
71223589,SS KIT CAMS/KEEPER STD D 22,PAL,PC,1,,20,,20,1,144.55
71322047,FRAME A3 85MM GASKET (864X1562MM - SIDE DOOR),PAL,PC,1,,5,Used for Turkey gasket temporailly,5,0,160
071324718C,"DECKING BEAM HEAD, ZINC PLATED FOR ALU SQUARE ADJ BAR (#7405)",PAL,PC,1,,20,,20,0,35
71418967,S.S. REC.DOOR LOCK 36MM,ZZZ,PC,1,,0,,0,1,171.1
71422430,S.S. REC. DOOR LOCK 15MM,PAL,PC,1,,10,,10,0,130
071423511A,"SS. REC DOOR LOCK H=23,5MM/00",PAL,PC,1,,50,,50,0,133
071423533B,S.S. REC. DOOR LOCK 34/02,PAL,PC,1,,5,,5,0,131
071423533C,S/S REC DOOR LOCK 34MM (071423533E & G),PAL,PC,1,,60,,50,0,188.2
071425953C,S/S REC DOOR LOCK MM 34/14 EURO,PAL,PC,1,,0,"075027787 --> PA06
075027829 --> PA08",0,0,188.2
715,"QUICK FIT HOSE COUPLING WITH 1/2"" THREAD FOR 9324X, 3/4""",VKN,PC,1,,0,,0,0,19
71615478,S.S COMPLETED LOCK W/REC. CATCH,PAL,PC,1,,10,,10,0,230
71810820,CREMONE LOCK,PAL,PC,1,,10,,10,0,107
71822047,Z.PL RECESSED HANDLE W/KEY,PAL,PC,1,,10,,10,0,21.5
071913612A,KEY BARREL W/KEY HOLE COVER DEVICE,PAL,PC,1,,10,"NR 3008

PART IS BEING DISCONTINUED.",10,0,16
071913830A,GREY NYLON HALF BUSH TUBE,PAL,PC,1,,10,,10,0,3
71915480,S/S TONGUE F/KEY BARREL,PAL,PC,1,,15,No change in price JL - 08/09/2020,15,0,2
71917304,S.S. KEEPER,PAL,PC,1,,10,,90,0,30
71917306,S.S. CAM,PAL,PC,1,,50,,50,0,24
71919201,BLACK ALUM HOLE COVER,PAL,PC,1,,20,,20,0,14
071919495A,SS CAM F/DOOR LOCK D16,PAL,PC,1,,50,,50,0,8.76
071919496A,SS KEEPER,PAL,PC,1,,50,,50,0,26.5
071920000A,ANOD ALU PROF TUBE COVER,PAL,PC,1,,10,,10,0,79
071920618A,S.S. RH KEEPER,PAL,PC,1,,60,,60,0,36
071920619A,S.S. LH KEEPER,PAL,PC,1,,0,,0,0,36
71920622,S.S. CAM,PAL,PC,1,,200,,200,0,15
71921023,SS KEEPER BIG 6 F/22 TUBE,PAL,PC,1,,50,,50,0,37
071921024A,SS CAM BIG 6/02 FOR 22MM TUBE,PAL,PC,1,,10,,10,0,26
71921929,SPARE SPRING FOR HANDLES,ZZZ,PC,1,,0,,0,1,3
71922042,"SS EXT, HANDLE W/KEY D.22",PAL,PC,1,,90,,90,0,176
071922042C,S/S EXT.HANDLE W/KEY D.22,ZZZ,PC,1,,0,,0,1,1
71922131,INTERNAL OPENING KNOB DEVICE,PAL,PC,1,,10,,10,0,38.9
71922159,KIT PLAST/FLAP+SPRING,PAL,PC,1,,10,,10,0,8
71922253,NYLON HALF-BUSH FOR TUBE D.22,PAL,PC,1,,10,,10,0,3
71922254,SS BUSH FOR TUBE D .22,PAL,PC,1,,10,,10,0,44
71922483,SS CAM F/TUBE D.15,PAL,PC,1,,100,,100,0,19.8
71922484,ZINC PLATED KEEPER,PAL,PC,1,,15,,15,0,9
71922890,SS FLAP SPRING F/HANDLES,ZZZ,PC,1,,0,SS FLAP SPRING F/HANDLES,0,1,1.1
071922891A,RH.SS PUSH-BUTTON SPRING,ZZZ,PC,1,,0,RH.SS PUSH-BUTTON SPRING,0,1,0.8
071922892A,LEFT SS PUSH-BUTTON SPRING,PAL,PC,1,,10,,10,0,0.8
71922907,S.S FLAP F/DOOR HANDLE,PAL,PC,1,,15,,15,0,8
71923950,S/S CAM FORGED F/TUBE 16MM,PAL,PC,1,,20,,20,0,35.4
71924130,NYLON BUSH 22MM,PAL,PC,1,,0,,0,0,0.5
71924339,S.S. TUBE CLAMP SMALL 22/17MM 8.5,PAL,PC,1,,0,,0,0,18
071925948C,S/S EXTERNAL DOOR HANDLE22MM/2010 (071925948D),PAL,PC,1,,0,"PA01-->075027699
PA02-->075027700
PA05-->075027655
PA06-->075027656
PA08-->075027626",0,0,200
71926011,SS SPRING WITH MOVEABLE HOOK,PAL,PC,1,,0,This spring is only applicable to Recessed door lock 071425953C,0,0,13.5
071926152A,SS FLAP FOR HANDLE ? 22/12 (071925948D),PAL,PC,1,,0,,0,0,8
71927045,KEY BARREL EURO 90 DEG KEY NR PAO1,PAL,PC,1,,0,No change in price - JL 08/09/2020,0,0,18
072021425-BLACK,PVC PITCH : 55MM (BLACK),PAL,PC,1,,0,FIX AND MORVABLE PARTITION,0,0,58
072021425B,PVC PITCH : 55MM (GREY),PAL,PC,1,,100,,100,0,56.4
072021426B,DUAL HARDNESS PVC SEAL 83MM 2.7MT,PAL,PC,1,,0,PART NO. CHANGE TO 67960,0,0,61.6
72301288,PIN 30 MM,PAL,PC,1,,50,,50,0,24
72301295,RUBBER FEMALE PART (072301295A),PAL,PC,1,,60,,200,0,3.9
72301296,ALU-HOUSING,PAL,PC,1,,60,,100,0,26
72320381,S.S. PVC DOOR RETAINER,PAL,PC,1,,20,,20,0,8.75
072421585B,PVC PROFILE MT 2.8 (072421585D OR 072427501),PAL,PC,1,,20,,20,0,80
72426618,SLIDING DOOR,PAL,SET,1,,0,,0,0,2800
08-60176-00,CONDENSER,CAR,PC,1,,0,,0,0,1002.7
08088-30000,BATTERY SOLENIOD,MIP,PC,0,,2,,4,0,156
81409327,BLACK RUBBER PROFILE L=2400MM,PAL,PC,1,,20,,20,0,24
81413975,RUBBER PROFILE IN 25 MTS ROLLS,PAL,ROLL,1,,10,,10,0,107.1
082520475D,GAS SPRING 30 KG 200/550 MM,PAL,PC,1,,5,,5,0,30
082520480D,GAS SPRING 20KG-250/600MM,PAL,PC,1,,30,,30,0,30
082520483D,GAS SPRING KG 80 255/600MM A15-B15,PAL,PC,1,,0,,0,0,66.8
082521381D,GAS SPRING 200KG-300/700MM,PAL,PC,1,,5,,5,0,66.55
82807975,RUBBER BUFFER 60X42X48MM,PAL,PC,1,,0,,0,0,13
82816195,BLACK RUBBER BUFFER -W47MM X H40MM X L 660MM RUBBER STOPPER C/W 4 HOLE (PART# 4426010),PAL,PC,0,,20,BLACK RUBBER BUFFER (SUB# 082826241),100,0,42
845,SOUPAPES/VALVES F-2230 PARI/WL,BUI,PC,1,,0,,0,0,460
846,SOUPAPES/VALVE BT ELEVAR 12,BUI,PC,1,,0,,0,0,76
0847190600N,GAS SPRING,CMA,PC,1,,0,,0,0,39.6
08538EXSIM,GALLEY COOLER DOOR,PAL,SET,1,,10,,10,0,21
08538EXSIM-1,8538 GASKET (HOOK SHAPE),PAL,METER,1,,10,,10,0,21
873700,FERMATIC 8737HP W/O HANDLE,PAL,PC,1,,3,,4,0,4935
08816-10000,SILICON OIL,AAC,PC,1,,0,,0,0,6
08816-10001,OIL.SILICON,ZZZ,PC,1,,0,,0,1,6
89724001,"8FT INSULATION BOX 97 MODEL (24V), SIZE: 2440L X 1730W X 1700HMM X 100T (BOTTOM)  (MIT-AIR) (CKD)",IBOX,BOX,1,,0,,0,0,3535
09023-00070,"PLATE SET, LOCK",MIP,PC,1,,2,,2,0,16
99712001,"9FT BOX 97 MODEL (12V), SIZE: 2820L X 1700W X 1200HMM",IBOX,BOX,1,,0,,0,0,0.01
99724001,"9FT BOX 97 MODEL (24V), SIZE: 2750L X 2250W X 2130H X 95TMM FLOOR (VMD)",IBOX,BOX,1,,0,,0,0,0.01
99912001,"9FT BOX 99 MODEL (12V), SIZE: 2820L X 1700W X 1200HMM",IBOX,BOX,1,,0,,0,0,0.01
1.5KG DRY POWDER,TO SERVICES : 1.5KG DRY POWDER FIRE EXTINGUISHER,ZZZ,PC,1,,0,,0,1,0.01
"1/4"" SILENCER","1/4"" SILENCER",ZZZ,PC,1,,0,,0,1,0.01
10-10-366,ENGING O/H KIT,TKP,PC,1,,0,,0,0,1435
10-102-650,"X430 COMPRESSOR, COMPLETE",TKP,PC,1,,0,,0,0,5457.5
10-107-272,"CLUTCH, CENTRIFUGAL",TKP,PC,1,,0,,0,0,1017.5
10-107-291,"CLUTCH , CENTRIFUGAL",TKP,PC,1,,0,,0,0,1017.5
10/11/6027,"MAIN,BRNG,0.25",TKP,PC,1,,0,"MAIN,BRNG,0.25",0,0,38
10/11/6079,"C/ROD BRNG,0.25",TKP,PC,1,,0,,0,0,23
10/11/6090,WATER PUMP,TKP,PC,1,,0,"",0,0,416
10/11/6228,OIL FILTER ( 10-12-6228 ),TKP,PC,1,,0,"OIL FILTER ( 10-12-6228 )",0,0,33
10/11/6560,MAIN BEARING,TKP,PC,1,,0,MAIN BEARING,0,0,53.55
10/11/6608,C/ROD BEARING 0.25,TKP,PC,1,,0,C/ROD BEARING 0.25,0,0,24.65
10/11/7234,AIR FILTER ELEMENT,TKP,PC,1,,0,AIR FILTER ELEMENT,0,0,54
10/11/7486,"DIPSTICK ,OIL",TKP,PC,1,,0,"DIPSTICK ,OIL",0,0,32.15
10/11/8751,"PSTN ASSY,STD W/RNGS",TKP,PC,1,,0,"PSTN ASSY,STD W/RNGS",0,0,524
10/11/8796,"PISTON ASSY,STD W/RINGS",TKP,PC,1,,0,,0,0,303.45
10/11/8797,"PISTON RING SET, STD",TKP,PC,1,,0,"PISTON RING SET, STD",0,0,181.9
10/11/8987,"PISTON RING SET,STD",TKP,PC,1,,0,"PISTON RING SET,STD",0,0,0
10/11/9097,FUEL FILTER,TKP,PC,1,,0,"",0,0,15
10/11/9098,"FUEL FILTER, SCNDRY",TKP,PC,1,,0,,0,0,15
10/11/9497,WATER PUMP ( 6615 & 9450 ),TKP,PC,1,,0,WATER PUMP ( 6615 & 9450 ),0,0,556.5
10/12/9097,FUEL FILTER (10-11-9097),TKP,PC,1,,0,"",0,0,151.7
10/12/9098,"FUEL FILTER , SCNDRY",TKP,PC,1,,0,"",0,0,27.75
10-13-948,WATER PUMP (MODEL: TK370),TKP,PC,1,,0,,0,0,294.8
10-13-954,WATER THERMOSTAT (MODEL: TK370),TKP,PC,1,,0,,0,0,117.9
10-22-1003,"BEARING SET,CONNECTING ROD STD",TKP,PC,1,,0,,0,0,29.6
10-22-1100,SHAFT SEAL,TKP,PC,1,,0,,0,0,276.6
10-22-1101,"SEAL, COMPRESSOR",TKP,PC,1,,0,,0,0,940.44
10-22-297,CYCLINDER LINDER,TKP,PC,1,,0,,0,0,133.9
10-22-306F,SUCTION SCREEN,TKP,PC,1,,0,,0,0,134
10-22-639,CONNECTING RODS,TKP,PC,1,,0,,0,0,84
10-22-655,"CRANKSHAFT, X430 (FORGED)",TKP,PC,1,,0,,0,0,697
10-22-656,CYLINDER LINER X430,TKP,PC,1,,0,,0,0,138
10-22-777,SEAL ASSY CRANKSHAFT (214),TKP,PC,1,,0,,0,0,226
10-22-778,SEAL ASSY CRANKSHAFT COMP.,TKP,PC,1,,0,,0,0,210
10-22-788,CYCLINDER HEAD,TKP,PC,1,,0,,0,0,230.85
10-22-849,"PISTON,214,426, X 426",TKP,PC,1,,0,,0,0,202
10-22-850,PISTON ASSY X430,TKP,PC,1,,0,,0,0,226
10-22-899,"SEAL, COMPRESSOR",TKP,PC,1,,0,,0,0,547.6
10-22-990,VALVE ASSY. X430,TKP,PC,1,,0,,0,0,202
10-30-235,GASKET SET,TKP,PC,1,,0,,0,0,833
10-30-236,GASKET SET,TKP,PC,1,,0,,0,0,966.6
10-30-243,"GASKET SET, x430",TKP,PC,1,,0,,0,0,236
10-33-1902,VALVE STEM SEAL,TKP,PC,1,,0,,0,0,20.25
10-33-2552,GASKET CY HEAD,TKP,PC,1,,0,,0,0,7.8
10-33-2805,GASKET WIRE REIN,TKP,PC,1,,0,,0,0,3.5
10-33-3509,"GASKET,HEAD( OLD#2826)",TKP,PC,1,,0,,0,0,397.39
10-33-4209,CYLINDER HEAD GASKET (MODEL: TK370),TKP,PC,1,,0,,0,0,230.4
10-40-871,"SNSR ASSY , 27G ( 4022 )",TKP,PC,1,,0,,0,0,355.05
10-40-872,"SNSR ASSY ,UNG ( 4021 )",TKP,PC,1,,0,,0,0,224.1
10-41-2638,FUEL PUMP (DIESEL 10 PSI) (10-41-1704),TKP,PC,1,,0,,0,0,300
10-41-385,SWITCH O/P,TKP,PC,1,,0,,0,0,69.15
10-41-387,SWITCH O/P,TKP,PC,1,,0,,0,0,55.15
10-44-1357,ON/OFF SWITCH,TKP,PC,1,,0,,0,0,14.9
10-44-2823,SOLENOID ASSY,TKP,PC,1,,0,,0,0,305.1
10-44-2907,CUT OUT ASSY. HIGH PRESS,TKP,PC,1,,0,,0,0,80
10-44-3155,"SWITCH , KLIXON",TKP,PC,1,,0,,0,0,63
10-44-4772,SWITCH,TKP,PC,1,,0,,0,0,68
10-44-4774,OIL SWITCH,TKP,PC,1,,0,,0,0,47
10-44-5703,HOUR METER,TKP,PC,1,,0,,0,0,88
10-44-6018,SWITCH TEMPERATURE,TKP,PC,1,,0,,0,0,96.25
10-44-6257,"ALTERNATOR,51A/12V",TKP,PC,1,,0,,0,0,567
10-44-6544,SOLENDIO ASSY,TKP,PC,1,,0,,0,0,309.15
10-44-8478,FUEL PUMP (DIESEL 7.5 PSI),TKP,PC,1,,0,,0,0,263
10-44-9103,"SWITCH,W/TEMP(YNMR)",TKP,PC,1,,0,,0,0,72
10-44-9181,SOLENOID ASSY,TKP,PC,1,,0,,0,0,213.3
10-44-9254,SOLENOID STOP SW 119285-77951,TKP,PC,1,,0,,0,0,249.9
10-60-156,VALVE STEM KIT (3 WAYS),TKP,PC,1,,0,,0,0,63
10-66-2009,"VALVE, POLIT SOLENOID",TKP,PC,1,,0,,0,0,238
10-66-2020,AIR SWITCH,TKP,PC,1,,0,,0,0,91
10-66-5750,DEHYDRATOR 41 CI,TKP,PC,1,,0,,0,0,91
10-66-5788,DEHYDRATOR,TKP,PC,1,,0,,0,0,73
10-66-9200,DEHYDRATOR 41 CI(5750),TKP,PC,1,,0,,0,0,130.8
10-66-9700,DEHYDRATOR (5788),TKP,PC,1,,0,,0,0,104.6
10-683,ALTERNATOR ASSY,PSL,PC,1,,0,,0,0,0
10-77-167,BEARING (DRIVE END),TKP,PC,1,,0,,0,0,129
10-77-169,MAIN BEARING,TKP,PC,1,,0,,0,0,66.6
10-78-1724,"BELT, ENGINE TO MOTOR/JACKSHAFT (MODEL: T-800M)",TKP,PC,1,,0,,0,0,215
10-78-896,"BELT,ENGINE.TO IDLER",TKP,PC,1,,0,,0,0,148.5
10-78-897,"BELT, ENG. TO IDLER",TKP,PC,1,,0,,0,0,101.75
10-78-898,"BELT, MOTOR/J/SHFT/COMP",TKP,PC,1,,0,,0,0,167.15
10-78-977,"BELT, MOTOR TO COMP 10-78-1669 FOR MODEL T1000",TKP,PC,1,,0,,0,0,201
10-91-2281,MOUNT VIBRATION,TKP,PC,1,,0,,0,0,69.1
