id,code,status
2046,2730,0
2047,2731,0
2048,2732,0
2049,2733,0
2050,2733,0
2051,2735,0
2052,2736,0
2053,2737,0
2054,2738,0
2055,2739,0
2056,2740,0
2057,2741,0
2058,2742,0
2059,7009,0
2060,2743,0
2061,2744,0
2062,2745,0
2063,2746,0
2064,2747,0
2065,2748,0
2066,2749,0
2067,2750,0
2068,2751,0
2069,2752,0
2070,2753,0
2071,2754,0
2072,2754,0
2073,2756,0
2074,2757,0
2075,2758,0
2076,2759,0
2077,2760,0
2078,2761,0
2079,2762,0
2080,2763,0
2081,2764,0
2082,2765,0
2083,2766,0
2084,2767,0
2085,2768,0
2086,2769,0
2087,2770,0
2088,2771,0
2089,2772,0
2090,2773,0
2091,2774,0
2092,2775,0
2093,2776,0
2094,2777,0
2095,7023,0
2096,2778,0
2097,2781,0
2098,2782,0
2099,2783,0
2100,2784,0
2101,2785,0
2102,2786,0
2103,2787,0
2104,2787,0
2105,2789,0
2106,2790,0
2107,2791,0
2108,2792,0
2109,2793,0
2110,2794,0
2111,2795,0
2112,2796,0
2113,2797,0
2114,2798,0
2115,2799,0
2116,2800,0
2117,2801,0
2118,2802,0
2119,2803,0
2120,2804,0
2121,2805,0
2122,2806,0
2123,2807,0
2124,2808,0
2125,2809,0
2126,2820,0
2127,7025,0
2128,2821,0
2129,2822,0
2130,2823,0
2131,2824,0
2132,2825,0
2133,2826,0
2134,2827,0
2135,2828,0
2136,2828,0
2137,2830,0
2138,2831,0
2139,2832,0
2140,2833,0
2141,2834,0
2142,2835,0
2143,2836,0
2144,2837,0
2145,2838,0
2146,2839,0
2147,2840,0
2148,2841,0
2149,2842,0
2150,2843,0
2151,7026,0
2152,2844,0
2153,2845,0
2154,2846,0
2155,2847,0
2156,2848,0
2157,2849,0
2158,2850,0
2159,2851,0
2160,2852,0
2161,2853,0
2162,2854,0
2163,2855,0
2164,2855,0
2165,2857,0
2166,2858,0
2167,2858,0
2168,2860,0
2169,2860,0
2170,2862,0
2171,2863,0
2172,2864,0
2173,2865,0
2174,2866,0
2175,2867,0
2176,2868,0
2177,2869,0
2178,2869,0
2179,2871,0
2180,2872,0
2181,2873,0
2182,2874,0
2183,2875,0
2184,2876,0
2185,2877,0
2186,2878,0
2187,2879,0
2188,2880,0
2189,2881,0
2190,2882,0
2191,2883,0
2192,2884,0
2193,2885,0
2194,2886,0
2195,2887,0
2196,2888,0
2197,2889,0
2198,2890,0
2199,2891,0
2200,2892,0
2201,2893,0
2202,2894,0
2203,7031,0
2204,2895,0
2205,2896,0
2206,2897,0
2207,2898,0
2208,2899,0
2209,2900,0
2210,2901,0
2211,2902,0
2212,2903,0
2213,2904,0
2214,2905,0
2215,2905,0
2216,2907,0
2217,2908,0
2218,2908,0
2219,2908,0
2220,2911,0
2221,2912,0
2222,2913,0
2223,2914,0
2224,2915,0
2225,2916,0
2226,2917,0
2227,2918,0
2228,2919,0
2229,2920,0
2230,2921,0
2231,2922,0
2232,2923,0
2233,2924,0
2234,2925,0
2235,2926,0
2236,2927,0
2237,2928,0
2238,2929,0
2239,2930,0
2240,7038,0
2241,2931,0
2242,2932,0
2243,7040,0
2244,2933,0
2245,2934,0
2246,2937,0
2247,2938,0
2248,2939,0
2249,2940,0
2250,2941,0
2251,2942,0
2252,2943,0
2253,2944,0
2254,2945,0
2255,2946,0
2256,2947,0
2257,2948,0
2258,2949,0
2259,2950,0
2260,2951,0
2261,2952,0
2262,2953,0
2263,2954,0
2264,2955,0
2265,2956,0
2266,2957,0
2267,2958,0
2268,2959,0
2269,2960,0
2270,2961,0
2271,2962,0
2272,2963,0
2273,2964,0
2274,2965,0
2275,2966,0
2276,2967,0
2277,2968,0
2278,2969,0
2279,2970,0
2280,2971,0
2281,2972,0
2282,2973,0
2283,2974,0
2284,2975,0
2285,2976,0
2286,2977,0
2287,2978,0
2288,2979,0
2289,2980,0
2290,2981,0
2291,2982,0
2292,2983,0
2293,2983,0
2294,2985,0
2295,2986,0
2296,2987,0
2297,2988,0
2298,2989,0
2299,2990,0
2300,2991,0
2301,2992,0
2302,2993,0
2303,2994,0
2304,2995,0
2305,2995,0
2306,2997,0
2307,2997,0
2308,2998,0
2309,11043,0
2310,2999,0
2311,3000,0
2312,3002,0
2313,3003,0
2314,3004,0
2315,3005,0
2316,3006,0
2317,11408,0
2318,3008,0
2319,3009,0
2320,3010,0
2321,3011,0
2322,11443,0
2323,3014,0
2324,3017,0
2325,3018,0
2326,3026,0
2327,3027,0
2328,3048,0
2329,3070,0
2330,3078,0
2331,3108,0
2332,3133,0
2333,3139,0
2334,3145,0
2335,3146,0
2336,3148,0
2337,3149,0
2338,3184,0
2339,3249,0
2340,3256,0
2341,3257,0
2342,3258,0
2343,3258,0
2344,3258,0
2345,3258,0
2346,3263,0
2347,3264,0
2348,3266,0
2349,3266,0
2350,11464,0
2351,3267,0
2352,3267,0
2353,3269,0
2354,3270,0
2355,3273,0
2356,3308,0
2357,3311,0
2358,3311,0
2359,3311,0
2360,3314,0
2361,3316,0
2362,3319,0
2363,9758,0
2364,3352,0
2365,3354,0
2366,3354,0
2367,3372,0
2368,3374,0
2369,3380,0
2370,3388,0
2371,3399,0
2372,3408,0
2373,3409,0
2374,3410,0
2375,3426,0
2376,3436,0
2377,3444,0
2378,3445,0
2379,3446,0
2380,3455,0
2381,3461,0
2382,11041,0
2383,11041,0
2384,11048,0
2385,3467,0
2386,3468,0
2387,3469,0
2388,3472,0
2389,3477,0
2390,11000,0
2391,3478,0
2392,3481,0
2393,3482,0
2394,3482,0
2395,3483,0
2396,10996,0
2397,3484,0
2398,3485,0
2399,3486,0
2400,3489,0
2401,3500,0
2402,3505,0
2403,3507,0
2404,3508,0
2405,3511,0
2406,3514,0
2407,3515,0
2408,9905,0
2409,9953,0
2410,3516,0
2411,3540,0
2412,3526,0
2413,3552,0
2414,3554,0
2415,3557,0
2416,3577,0
2417,3595,0
2418,9772,0
2419,3642,0
2420,3707,0
2421,9704,0
2422,9744,0
2423,9744,0
2424,3710,0
2425,3710,0
2426,3712,0
2427,3713,0
2428,3714,0
2429,3715,0
2431,3717,0
2432,3718,0
2433,10731,0
2434,10731,0
2435,10731,0
2436,10731,0
2437,3723,0
2438,3725,0
2439,4482,0
2440,3726,0
2441,3727,0
2442,3727,0
2443,4240,0
2444,3731,0
2445,3786,0
2446,3747,0
2447,3771,0
2448,3784,0
2449,3835,0
2450,4022,0
2451,4092,0
2452,3842,0
2453,3845,0
2454,3861,0
2455,3870,0
2456,3871,0
2457,3874,0
2458,4019,0
2459,4019,0
2460,4019,0
2461,3901,0
2462,3963,0
2463,3996,0
2464,4011,0
2465,3997,0
2466,4401,0
2467,4401,0
2468,4243,0
2469,4244,0
2470,4245,0
2471,4246,0
2472,4251,0
2473,4251,0
2474,4253,0
2475,4256,0
2476,4257,0
2477,4261,0
2478,4262,0
2479,4263,0
2480,4264,0
2481,4465,0
2482,4406,0
2483,4406,0
2484,4266,0
2485,4268,0
2486,4269,0
2487,4270,0
2488,4272,0
2489,4273,0
2490,4277,0
2491,4280,0
2492,4280,0
2493,4380,0
2494,4288,0
2495,4289,0
2496,4301,0
2497,4302,0
2498,4302,0
2499,4341,0
2500,4399,0
2501,4404,0
2502,4481,0
2503,4483,0
2504,4484,0
2505,4486,0
2506,4487,0
2507,4625,0
2508,4628,0
2509,4629,0
2510,4630,0
2511,4665,0
2512,4689,0
2513,4685,0
2514,4693,0
2515,4702,0
2516,4704,0
2517,4713,0
2518,4723,0
2519,4725,0
2520,9096,0
2521,4728,0
2522,4730,0
2523,4731,0
2524,9672,0
2525,4733,0
2526,4734,0
2527,4736,0
2528,4737,0
2529,4738,0
2530,4742,0
2531,4743,0
2532,4744,0
2533,4745,0
2534,4746,0
2535,4748,0
2536,4750,0
2537,4751,0
2538,4752,0
2539,4752,0
2540,4755,0
2541,4758,0
2542,4761,0
2543,4764,0
2544,4762,0
2545,4763,0
2546,9094,0
2547,4766,0
2548,4769,0
2549,4775,0
2550,4776,0
2551,4777,0
2552,4779,0
2553,4782,0
2554,4784,0
2555,4785,0
2556,4788,0
2557,4789,0
2558,4791,0
2559,4791,0
2560,4793,0
2561,4794,0
2562,4796,0
2563,4805,0
2564,7098,0
2565,4819,0
2566,4836,0
2567,4837,0
2568,4839,0
2569,4852,0
2570,4862,0
2571,4863,0
2572,4872,0
2573,4880,0
2574,4930,0
2575,4932,0
2576,6247,0
2577,4967,0
2578,4968,0
2579,4969,0
2580,4970,0
2581,4982,0
2582,5005,0
2583,5021,0
2584,5034,0
2585,5038,0
2586,5042,0
2587,5061,0
2588,5094,0
2589,5096,0
2590,5129,0
2591,5140,0
2592,5214,0
2593,5215,0
2594,5217,0
2595,5219,0
2596,5220,0
2597,5223,0
2598,5224,0
2599,5225,0
2600,5226,0
2601,5228,0
2602,5230,0
2603,5240,0
2604,5240,0
2605,5240,0
2606,5243,0
2607,5245,0
2608,5245,0
2609,5249,0
2610,5249,0
2611,5264,0
2612,5265,0
2613,5266,0
2614,5269,0
2615,5272,0
2616,5279,0
2617,5286,0
2618,5288,0
2619,5290,0
2620,5291,0
2621,5293,0
2622,5294,0
2623,5295,0
2624,5296,0
2625,5297,0
2626,5298,0
2627,5299,0
2628,5300,0
2629,5301,0
2630,5305,0
2631,5309,0
2632,5316,0
2633,5321,0
2634,5355,0
2635,5388,0
2636,5424,0
2637,5457,0
2638,5461,0
2639,5465,0
2640,5466,0
2641,5467,0
2642,5524,0
2643,9674,0
2644,5611,0
2645,5611,0
2646,5611,0
2647,5527,0
2648,5528,0
2649,5529,0
2650,5530,0
2651,5545,0
2652,5559,0
2653,5583,0
2654,5584,0
2655,5591,0
2656,5594,0
2657,5601,0
2658,5604,0
2659,5612,0
2660,5615,0
2661,5649,0
2662,5687,0
2663,5723,0
2664,5762,0
2665,5802,0
2666,5813,0
2667,5816,0
2668,5837,0
2669,5839,0
2670,5841,0
2671,5877,0
2672,5879,0
2673,5922,0
2674,5964,0
2675,5965,0
2676,6007,0
2677,6031,0
2678,6049,0
2679,6068,0
2680,6079,0
2681,6073,0
2682,6089,0
2683,6104,0
2684,6250,0
2685,6106,0
2686,6108,0
2687,6115,0
2688,6135,0
2689,6152,0
2690,6156,0
2691,6157,0
2692,6161,0
2693,6162,0
2694,6164,0
2695,6165,0
2696,6166,0
2697,6204,0
2698,6167,0
2699,6169,0
2700,6237,0
2701,6187,0
2702,6198,0
2703,6199,0
2704,6199,0
2705,6199,0
2706,6209,0
2707,6212,0
2708,6228,0
2709,6229,0
2710,6230,0
2711,6232,0
2712,6234,0
2713,6236,0
2714,6254,0
2715,6273,0
2716,6275,0
2717,6298,0
2718,6308,0
2719,6366,0
2720,6412,0
2721,6430,0
2722,6431,0
2723,6434,0
2724,6434,0
2725,6438,0
2726,6439,0
2727,6440,0
2728,6445,0
2729,6453,0
2730,6446,0
2731,6447,0
2732,6448,0
2733,6450,0
2734,6455,0
2735,6456,0
2736,6458,0
2737,6459,0
2738,6461,0
2739,6468,0
2740,6470,0
2741,6471,0
2742,6473,0
2743,6474,0
2744,6475,0
2745,6476,0
2746,6478,0
2747,6480,0
2748,6481,0
2749,6482,0
2750,6483,0
2751,6485,0
2752,6488,0
2753,6489,0
2754,6493,0
2755,6496,0
2756,6497,0
2757,6498,0
2758,6640,0
2759,6641,0
2760,6642,0
2761,7090,0
2762,7109,0
2763,6644,0
2764,6645,0
2765,6647,0
2766,6651,0
2767,6652,0
2768,6678,0
2769,6679,0
2770,6681,0
2771,6683,0
2772,6687,0
2773,6690,0
2774,6691,0
2775,6692,0
2776,6693,0
2777,6697,0
2778,7086,0
2779,7082,0
2780,6708,0
2781,6708,0
2782,6708,0
2783,6708,0
2784,6708,0
2785,6708,0
2786,10680,0
2787,6716,0
2788,6717,0
2789,6718,0
2790,6722,0
2791,6722,0
2792,6722,0
2793,7074,0
2794,6727,0
2795,6728,0
2796,6729,0
2797,7060,0
2798,7070,0
2799,6737,0
2800,6738,0
2801,6739,0
2802,6739,0
2803,6744,0
2804,6746,0
2805,6749,0
2806,6750,0
2807,6759,0
2808,7057,0
2809,6770,0
2810,6774,0
2811,6775,0
2812,6782,0
2813,6785,0
2814,6786,0
2815,6790,0
2816,6790,0
2817,6793,0
2818,6807,0
2819,6795,0
2820,6817,0
2821,6813,0
2822,6836,0
2823,6820,0
2824,6859,0
2825,6862,0
2826,6891,0
2828,6893,0
2829,6896,0
2830,6898,0
2831,6899,0
2832,6900,0
2833,6902,0
2834,6903,0
2835,6909,0
2836,6909,0
2837,6910,0
2838,6950,0
2839,6937,0
2840,6985,0
2841,6987,0
2842,6987,0
2843,6991,0
2844,6992,0
2845,7001,0
2846,7002,0
2847,7002,0
2848,7011,0
2849,7012,0
2850,7015,0
2851,7016,0
2852,7022,0
2853,7048,0
2854,7046,0
2855,7071,0
2856,7059,0
2857,7230,0
2858,7081,0
2859,7217,0
2860,7083,0
2861,7225,0
2862,7085,0
2863,7087,0
2864,7105,0
2865,7110,0
2866,7113,0
2867,7114,0
2868,7201,0
2869,7116,0
2870,7120,0
2871,7120,0
2872,7212,0
2873,7152,0
2874,7126,0
2875,7129,0
2876,7129,0
2877,7137,0
2878,7143,0
2879,7149,0
2880,7150,0
2881,7151,0
2882,7151,0
2883,7155,0
2884,7162,0
2885,7170,0
2886,7176,0
2887,7179,0
2888,7179,0
2889,7181,0
2890,7182,0
2891,7186,0
2892,7188,0
2893,7189,0
2894,7192,0
2895,7194,0
2896,7194,0
2897,7197,0
2898,7200,0
2899,7202,0
2900,7203,0
2901,7206,0
2902,7209,0
2903,7210,0
2904,7234,0
2905,7236,0
2906,7238,0
2907,7239,0
2908,7241,0
2909,7242,0
2910,7244,0
2911,7246,0
2912,7248,0
2913,7263,0
2914,7279,0
2915,7338,0
2916,7282,0
2917,7282,0
2918,9075,0
2919,9892,0
2920,9673,0
2921,7451,0
2922,7360,0
2923,7394,0
2924,7401,0
2925,10036,0
2926,7460,0
2927,7463,0
2928,7464,0
2929,7465,0
2930,7466,0
2931,7467,0
2932,7515,0
2933,7518,0
2934,7519,0
2935,7520,0
2936,7524,0
2937,7521,0
2938,7522,0
2939,7525,0
2940,7527,0
2941,7530,0
2942,7538,0
2943,7544,0
2944,7545,0
2945,7553,0
2946,7554,0
2947,7556,0
2948,7561,0
2949,7559,0
2950,7559,0
2951,7564,0
2952,7565,0
2953,7566,0
2954,7569,0
2955,7570,0
