id,product_id,store_id,quantity,type,cost_price
6194,TSJ006A007C,ST,1,+,80.5
6195,TCPA150B2V-F,ST,1,-,0
6196,AAALCO-1250MML,ST,13,+,0.01
6197,TMA504A013AA,ST,1,+,0.01
6198,OAORI5/8-P11,ST,154,-,0
6199,B2M47,ST,2,+,0.01
6200,F4-FN058,ST,50,+,0.01
6201,25539,ST,1,+,0.01
6202,TLB321A617,ST,1,+,0.01
6203,TCP11F2W,ST,1,+,0.01
6204,DSP-03,ST,14,+,10.28
6205,ACMAUR7905,ST,1,+,0.01
6206,TLB003A031YC,ST,1,+,0.01
6207,SHSITESEN,ST,4,+,0.01
6208,TCP11F1W,ST,5,+,248.14
6209,50011-BLK-46,ST,1,+,0.01
6210,B7HINO-XZU710R-B,ST,2,+,55.81
6211,20291,ST,3,+,0.01
6212,TCP11F2W,ST,4,+,0.01
6213,TCP11F1W,ST,5,+,248.14
6214,TLB321A617,ST,1,-,0
6215,TLB433A026A,ST,1,-,0
6216,TLB003A031YC,ST,1,-,0
6217,E1127F,ST,1,+,0.01
6218,B7HINO-XZU710R-B,ST,5,+,55.81
6219,AAALCH-5X10X3MM3003,ST,4,+,0.01
6220,33-353,ST,13,-,0
6221,TSJ006A007C,ST,2,+,78.2
6222,TCPA150B2V-F,ST,2,-,0
6223,C1SK35415,ST,2,+,0.01
6224,TCP11F1W,ST,5,+,246.54
6225,ACA272C065,ST,1,-,0
6226,TSJ541B002F,ST,2,+,19.38
6227,SSA387B169,ST,1,+,0.01
6228,CCCOSDR134-24V-6627,WD,1,+,0.01
6229,67960,WD,3,-,0
6230,TSJ006A007A,ST,10,+,54.96
6231,SSA431A031,ST,1,+,0.01
6232,TCP11F2W,ST,1,+,0.01
6233,TSJ541B002F,ST,2,+,18.36
6234,TSJ541B002F,ST,2,+,18.35
6235,B7ISU-NHR85-B,ST,10,+,15
6236,TJF501A021AA,ST,1,+,0.01
6237,ACMAUR7905,ST,2,+,0.01
6238,TSJ541B002F,ST,2,+,18.35
6239,TSJ541B002F,ST,2,+,18.35
6240,CLIP,ST,69,-,0
6241,GDGILICH-125X50X20X3MM4600,ST,2,-,0
6242,GDGILICH-125X50X20X3MM4300,ST,8,+,0.01
6243,T7316,ST,4,+,0.01
6244,TCP11F1W,ST,5,+,246.54
6245,WECOWI-4CX70,ST,20,-,0
6246,TCPA150EB2V-F,ST,1,-,0
6247,WECOWI-4CX70,ST,34.32,-,0
6248,TSJ505A041AD,ST,1,+,180.02
6249,TSJ505A041D,ST,2,-,0
6250,TSJ272C074,ST,1,+,23.57
6251,TSJ505A041D,ST,2,-,0
6252,TCP11F2W,ST,2,+,0.01
6253,TLB423C005,ST,1,+,8.92
6254,70120783,ST,4,-,0
6255,NRV 6,ST,7,+,0.01
6256,TCPA150B1V-F,ST,1,+,718.08
6257,TCP11F2W,ST,1,+,0.01
6258,TCPA150B2R6-F,ST,1,+,0.01
6259,FF-SIDEDR97-900X1600B,ST,1,+,0.01
6260,TSJ505A041D,ST,1,+,169.64
6261,F4-SE-0505,ST,3,-,0
6262,TCP11F1W,ST,2,+,0.01
6263,TSJ505A041D,ST,1,+,169.64
6264,TCP11F2W,ST,1,+,0.01
6265,ACA272C065,ST,1,-,0
6266,F4-1/2-90F,WD,2,+,0.01
6267,CSA 512K 627GGL,ST,1,+,50
6268,TCP11F1W,ST,5,+,246.54
6269,TSJ006A007B,ST,2,-,0
6270,TSJ505A041D,ST,1,+,223.68
6271,B7HINO-XZU710R-B,ST,5,+,55.81
6272,CSA 512K 627GGL,ST,2,+,50
6273,ACA272C065,ST,1,-,0
6274,TCPA150B2R6-F,ST,1,+,0.01
6275,TCP11F2W,ST,1,+,0.01
6276,TCP11F1W,ST,5,+,246.6
6277,70326243,ST,4,-,0
6278,TSJ505A041D,ST,1,-,0
6279,SSA 352F 107K,WD,1,+,0.01
6280,SSA551G005A,ST,1,+,0.01
6281,TCP11F2W,ST,2,+,0.01
6282,ACA272C065,ST,1,-,0
6283,CSA 512K 627GGL,ST,2,+,50
6284,BBBLHA-H3-24V-48700,ST,1,-,0
6285,ACMAUR7905,ST,2,+,0.01
6286,TCPA150B1R6-F,ST,1,+,0.01
6287,TOY-E5-MGP,ST,48,-,0
6288,W3-9MMX4X8,ST,1,+,0.01
6289,TSJ504A022A,ST,1,+,0.01
6290,ACA272C065,ST,1,-,0
6291,ACA272C065,ST,2,-,0
6292,TCP11F1W,ST,2,+,246.54
6293,TCP11F1W,ST,2,+,246.54
6294,TCP11F1W,ST,1,+,246.54
6295,ACSILCON,ST,4,+,0.01
6296,FF-COFR12FT,ST,2,+,0.01
6297,ACA272C053,ST,1,+,35.17
6298,ACMAUR7905,ST,1,+,0.01
6299,TCPA150B1R6-F,ST,1,+,0.01
6300,TDJS35S-2L2,ST,1,+,4587.7
6301,TCPA90A2R6-F,ST,1,+,579.28
6302,TCPA150B2R6-F,ST,1,+,772.38
6303,GDGILICH-125X50X20X3MM3080,ST,7,+,0.01
6304,F4-RCOR-0404,ST,1,-,0
6305,SAA512A103,WD,1,-,0
6306,CCCOSDR134-24V-6627,WD,1,+,0.01
6307,TCP11F2W,ST,1,+,0.01
6308,TDJS40S-1L1,ST,1,+,4587.7
6309,TCP11F1W,ST,4,+,246.54
6310,TCP11F1W,ST,1,+,246.54
6311,TCP11F1W,ST,2,+,246.54
6312,TCP11F2W,ST,1,+,0.01
6313,FC505-10,ST,3.02,+,0.01
6314,MIT-FE83-B,WD,1,+,0.01
6315,CPCHWD-2X6X12FT,ST,2,+,154
6316,B2A49,WD,1,-,0
6317,R1HG212,WD,2,+,0.01
6318,CSA 512K 627GGL,ST,2,+,50
6319,TCPA90A2V-F,ST,1,-,0
6320,TCP11F2,ST,1,-,0
6321,SSA925A057,ST,3,-,0
6322,TCPA150B2V-F,ST,1,-,0
6323,RBP.2577,ST,154.2,+,0.01
6324,101-BLACK-SIZE43,ST,1,-,0
6325,TDS30-1L2,ST,1,+,3733.17
6326,TCPA150B2V-F,ST,1,+,732.78
6327,TSJ006A007B,ST,2,-,0
6328,ACA272C065,ST,2,-,0
6329,TCP11F1W,ST,1,+,246.54
6330,TSJ272C074,ST,1,+,31.12
6331,B2A60,WD,1,+,0.01
6332,SSA551G005A,ST,1,-,0
6333,TCPA150EB2R6-F,ST,1,+,732.78
6334,CDC 324A 431,ST,1,+,0.01
6335,HJS-WRGC,ST,100,+,0.01
6336,ACMAUR7905,ST,1.5,+,0.01
6337,C2-221,ST,6,-,0
6338,CSA 512K 627GGL,ST,2,+,50
6339,TCP11F2W,ST,1,+,246.54
6340,TCPA150B1R6-F,ST,1,+,0.01
6341,071926152A,ST,4,+,0.01
6342,B2B65,ST,2,+,0.01
6343,MPL001L,ST,10,+,33.5
6344,71920622,ST,300,+,1.6
6345,TCP11F2W,ST,1,+,246.54
6346,TCPA150EB2V-F,ST,1,-,0
6347,AAALCO-3900MML,ST,16,+,0.01
6348,TCPA150EB2V-F,ST,1,-,0
6349,TCP11F2W,ST,1,+,0.01
6350,ACA272C065,ST,1,-,0
6351,TCPA150EB2V-F,ST,1,-,0
6352,FF-COFR12FT,ST,2,+,0.01
6353,ACA272C065,ST,1,-,0
6354,ACA272C065,ST,1,-,0
6355,MIT-FE83/70-P,ST,5,+,27.55
6356,TCP11F2W,ST,1,+,246.54
6357,TSJ541B002C,ST,2,-,0
6358,TCPA150EB2V-F,ST,1,+,732.78
6359,TCPA150EB2V-F,ST,1,-,0
6360,ACS272G004,ST,1,+,38.52
6361,ACA272C065,ST,1,-,0
6362,ACA272C065,ST,1,-,0
6363,ACA272C065,ST,1,-,0
6364,TSJ541B002C,ST,2,-,0
6365,TCP11F2W,ST,1,+,272.99
6366,TCPA90A2R6-F,ST,1,+,272.99
6367,071920619A,ST,20,+,0.01
6368,FVDGM1.5,ST,2,-,0
6369,F14041/5,ST,2,-,0
6370,TDJS50-PKC1,ST,4,+,0.01
6371,ACS272C006,ST,1,+,0.01
6372,TSJ272C074,ST,1,-,0
6373,ACS272C006,ST,1,-,0
6374,071913612A,ST,2,+,0.01
6375,072421585B,ST,2,+,0.01
6376,DSP-04,WD,4,-,0
6377,TOY-EURO5-P,ST,1,-,0
6378,SSA921G405A,ST,1,-,0
6379,DS1921G-F5,ST,1,-,0
6380,TJJ123A001A,ST,1,-,0
6381,TCP11F2W,ST,7,+,0.01
6382,ACA272C053,ST,2,+,33.22
6383,TCP11F1W,ST,5,+,246.54
6384,TCPA150B2V-F,ST,1,-,0
6385,TCP11F2W,ST,1,+,272.99
6386,BC-12/24V,ST,1,+,0.01
6387,MPL002L,ST,10,+,33.5
6388,072421585B,ST,10,+,0.01
6389,TSJ541B002F,ST,2,+,18.35
6390,TSJ541B002F,ST,2,+,18.35
6391,LBPH-2FT,ST,3,+,0.01
6392,TCPA150B2R6-F,ST,1,+,0.01
6393,SSA521A425A,ST,3,+,0.01
6394,TSJ541B002F,ST,2,+,88.18
6395,ACMAUR7905,ST,1,+,0.01
6396,SSA 512T 037A-MIBL,ST,30,+,50
6397,CDC 301B 051HL,ST,30,+,198.63
6398,G206728,ST,1,+,0.01
6399,HESSHI-4,ST,1,+,0.01
6400,TCP11F2W,ST,3,+,272.99
6401,TSJ541B002F,ST,2,+,88.18
6402,TSJ541B002F,ST,2,+,88.18
6403,CSA 512K 627GGL,ST,1,+,50
6404,TCP11F1W,ST,5,+,246.54
6405,TSJ541B002F,ST,2,+,88.18
6406,AKC 200A 053,WD,1,-,0
6407,FFENDCAP97,WD,2,+,0.01
6408,TCP11F1W,ST,1,+,0.01
6409,SSA 512T 037A-MIBL,ST,4,+,50
6410,CDA 311B 066GL,ST,4,-,0
6411,TCPA150EB2V-F,ST,1,-,0
6412,TCPA150B2V-F,ST,1,-,0
6413,TCPA150B2R6-F,ST,1,+,0.01
6414,PIF.1428,ST,40,-,0
6415,BJBR-22,ST,10,+,0.01
6416,TSJ272C074,ST,1,-,0
6417,B2A53,WD,1,+,0.01
6418,ACA272C065,ST,3,-,0
6419,TSJ541B002F,ST,2,+,88.18
6420,TSJ541B002F,ST,2,+,88.18
6421,TOY-EURO5-P,ST,5,+,92
6422,TCPA150B2R6-F,ST,1,+,0.01
6423,TCPA150B2R6-F,ST,1,+,0.01
6424,HABOXHANDLE-5,ST,2,+,0.01
6425,TSJ272C074,ST,1,+,31.12
6426,TCP11F1W,ST,1,+,0.01
6427,TSJ272C074,ST,1,+,31.12
6428,TSJ541B002F,ST,2,+,88.18
6429,TSJ541B002F,ST,2,+,88.18
6430,B2A57,WD,1,-,0
6431,HCHOCLSMALL,WD,2,+,0.01
6432,TSJ272C074,ST,1,+,31.28
6433,TCP11F2W,ST,1,+,0.01
6434,ACA272C065,ST,2,-,0
6435,GDGILICH-125X50X20X3MM4300,ST,2,+,41.4
6436,N100,ST,3,+,0.01
6437,SP-LED198,ST,35,-,0
6438,TCPA150B2R6-F,ST,1,+,0.01
6439,TCP150EB2V,GB,2,-,0
6440,TCP11F1W,ST,1,+,0.01
6441,TJB357A001,ST,1,+,0.01
6442,B7HINO-XZU710R-B,ST,5,+,55.81
6443,TSJ541B002F,ST,2,+,88.18
6444,ACA272C065,ST,1,-,0
6445,F3Y-730-7/M,ST,2,+,0.01
6446,71920622,ST,300,+,1.6
6447,B7ISU-NPR85-BP,ST,3,+,110
6448,TCP11F1W,ST,3,+,251.58
6449,TCP11F1W,ST,2,+,251.58
6450,TSJ541B002F,ST,2,+,18.81
6451,TSJ541B002F,ST,2,+,18.81
6452,CDC 301B 051HL,ST,70,+,215.4
6453,TSJ272C074,ST,1,+,31.28
6454,ACA272C065,ST,1,-,0
6455,TSJ006A009B,ST,2,+,73.5
6456,TSJ541B002F,ST,2,+,19.37
6457,E9,ST,2,+,0.01
6458,510510556,ST,7,+,0.01
6459,70822,WD,1,+,0.01
6460,TCPA150B1R6-F,ST,1,+,0.01
6461,90091S,ST,1,+,0.01
6462,F4-SE-0404,ST,20,-,0
6463,F4-RCOR-0404,ST,20,+,7.7
6464,ACA272C065,ST,1,-,0
6465,PBPU-6204-E6,ST,5,+,7.65
6466,TCPA150B2V-F,ST,2,+,0.01
6467,TCPA150B2V-F,ST,1,-,0
6468,TCPA150B2V-F,ST,1,-,0
6469,F4-1/2-001,ST,2,+,0.01
6470,B2A50.5,WD,1,+,0.01
6471,SHSITESEN,WD,1,-,0
6472,ACA272C065,ST,1,-,0
6473,F4-1/2-001,ST,2,+,0.01
6474,TCP11F2W,ST,1,+,0.01
6475,F4-1/2-001,ST,4,+,0.01
6476,ACA272C065,ST,1,-,0
6477,P5-1476-BL,ST,1,+,0.01
6478,FC505-08,ST,0.5,-,0
6479,TCP11F2W,ST,1,+,0.01
6480,CIELBOW-5/8,ST,4,+,0.01
6481,F4-1/2-001,ST,20,+,0.01
6482,ACA272C042,ST,1,-,0
6483,TCP11F2,ST,1,+,261.62
6484,TCP11F2W,ST,1,-,0
6485,TSJ006A009C,ST,2,+,75.79
6486,TCP11F2W,ST,1,-,0
6487,TCP11F2W,ST,1,-,0
6488,TCP11F2W,ST,1,-,0
6489,TSJ505A041D,ST,1,+,176.84
6490,RBP.2578,ST,30,-,0
6491,F4-RCOR-0404,ST,20,+,6.3
6492,FVDGM2.5,ST,9,+,10
6493,TJB357A001,ST,1,-,0
6494,27122-WHT-37,ST,1,-,0
6495,19426-BLK-48,TL,1,-,0
6496,5380502,ST,1,+,10.13
6497,CDC 301B 051HL,ST,15,+,215.4
6498,204700,ST,8,+,0.01
6499,TLB423C005,ST,1,+,6.73
6500,TSJ505A041D,ST,1,-,0
6501,F3Y-730-7,ST,2,+,0.01
6502,77513,ST,2,+,13.75
6503,204700,ST,4,+,0.01
6504,895-BLACK-SIZE42,TL,1,-,0
6505,ST05,ST,1,-,0
6506,SFSW-091,ST,1,+,0.01
6507,F4-1/2STF,ST,1,-,0
6508,SSA431B065A,WD,1,+,0.01
6509,CSA 512K 627GGL,WD,1,-,0
6510,E1596B,ST,1,+,0.01
6511,TCP11F2W,ST,1,-,0
6512,TCP11F2W,ST,1,-,0
6513,TCP11F2W,ST,2,-,0
6514,TCP11F2W,ST,1,-,0
6515,TCP11F2W,ST,1,-,0
6516,TSJ541B002F,ST,2,+,29.06
6517,TCP11F1W,ST,1,+,0.01
6518,TCP11F2W,ST,1,+,0.01
6519,TCP11F2W,ST,1,+,0.01
6520,ACMAUR7905,ST,1,+,0.01
6521,PIF.1050,ST,130,+,0.01
6522,B7ISU-NHR87AU-E6-B,ST,2,+,0.01
6523,ACA272C065,ST,1,-,0
6524,TCP11F2W,ST,1,+,272.99
6525,TCPA90A1R6-F,ST,1,+,0.01
6526,TOY-E5-MGP,ST,2,+,170
6527,TCP11F1W,ST,1,+,251.58
6528,TCP11F2W,ST,1,+,272.99
6529,B2A52,WD,1,-,0
6530,ACA272C065,ST,1,-,0
6531,PBPU-6204-E6,ST,1,+,0.01
6532,PBPU-6204-E6,ST,14,+,0.01
6533,TCPA150EB2R6-F,ST,1,+,727.02
6534,TOY-E5-MGP,ST,5,+,0.01
6535,TCP11F2W,ST,1,+,272.99
6536,ACA272C065,ST,1,-,0
6537,71920622,ST,50,+,0.01
6538,CSA 512K 627GGL,ST,8,-,0
6539,71920622,ST,100,+,0.01
6540,CSA 512K 627GGL,ST,1,-,0
6541,CSA 512K 627GGL,ST,1,-,0
6542,CSA 512K 627GGL,ST,20,-,0
6543,71920622,ST,100,+,0.01
6544,COCON4F,ST,2,+,0.8
6545,FEFUHL-610502,ST,20,+,2.5
6546,B7HINO-XZU710R-B,ST,1,+,0.01
6547,MIT-E6-MGP,ST,2,+,0.01
6548,TCPA150B2R6-F,ST,1,+,748.56
6549,TCP11F2W,ST,2,+,273
6550,TCPA150B2V-F,ST,1,-,0
6551,TCP11F1W,ST,1,+,251.58
6552,TCPA150B2R6-F,ST,1,+,732.78
6553,TSJ541B002F,ST,2,+,19.37
6554,ACA272C064,ST,1,+,0.01
6555,ACA272C065,ST,1,+,0.01
6556,TSJ541B002F,ST,2,+,19.43
6557,TSJ541B002F,ST,2,+,19.43
6558,TCP11F2W,ST,1,+,252.55
6559,TCPA150B2V-F,ST,2,-,0
6560,TOY-EURO-B,ST,4,+,0.01
6561,MIT-E6-MGP,ST,8,+,0.01
6562,HCHOCLSMALL,WD,1,-,0
6563,B2A50,WD,1,+,4.5
6564,PL001,ST,2,+,0.01
6565,AAALMUGU-LEFT,ST,1,+,0.01
6566,MIT-E6-PA,ST,10,+,0.01
6567,TCPA150B2R6-F,ST,1,+,748.56
6568,TCPA150B2R6-F,ST,1,+,748.56
6569,CC-00008,ST,1,+,124.91
6570,B7HINO-XZU710R-B,ST,4,+,0.01
6571,CC-00011,ST,1,+,224.85
6572,TE203,ST,1,-,0
6573,ACSIFLPRIMER206G+P,ST,2,-,0
6574,TAMATA2X25YDS,ST,18,+,1.3
6575,447600-8080L,ST,1,+,73.8
6576,MIT-EURO6-B,ST,9,+,0.01
6577,PBPU-6204-E6,ST,8,+,8.6
6578,TCPA150B2R6-F,ST,1,+,748.56
6579,TCPA150EB2R6-F,ST,1,+,732.78
6580,PL001,ST,3,+,0.01
6581,PBPU-6204-E6,ST,18,+,0.01
6582,SSA566B054,ST,1,+,0.01
6583,FEFUHL-610502,ST,20,+,2.5
6584,TCP11F1W,ST,1,+,251.58
6585,B7ISU-NHR87AU-E6-B,ST,1,+,0.01
6586,TOY-EURO5-B,ST,1,+,0.01
6587,B7ISU-NHR87AU-E6-B,ST,4,+,0.01
6588,B7ISU-NPR85U-E6-B,ST,4,+,0.01
6589,ACA272C064,ST,1,+,0.01
6590,TCP11F1W,ST,2,+,251.58
6591,TSJ505A041D,ST,1,+,176.84
6592,TSJ505A041D,ST,1,+,176.84
6593,RCDI-IN5404,ST,1,-,0
6594,BBMEBU-WSO,ST,4,+,0.01
6595,ACA201A020,ST,1,+,251.58
6596,TE203,WD,1,+,14
6597,TE202,WD,1,-,0
6598,TCPA150B2R6-F,ST,1,+,748.56
6599,ACA272C064,ST,1,+,0.01
6600,F4-DFU-048,ST,2,+,3.6
6601,HC5/81200BSF,ST,1,-,0
6602,MIT-E6-MGP,ST,10,+,0.01
6603,TAMATA2X25YDS,ST,35,+,1.3
6604,TCPA150B2R6-F,ST,1,+,748.56
6605,TCP11F2W,ST,1,-,0
6606,TCP11F2W,ST,1,-,0
6607,TSJ505A041D,ST,1,+,176.84
6608,TCP11F1W,ST,1,+,251.58
6609,ACA272C064,ST,2,-,0
6610,MIT-EURO6-B,ST,5,+,0.01
6611,TCPA150EB2V-F,ST,1,-,0
6612,TCP11F1W,ST,1,+,251.58
6613,FEFUHL-610502,ST,20,+,2.5
6614,SB-000003,ST,4,+,0.01
6615,TH100B,ST,2,+,0.01
6616,SSA382F108,ST,3,+,52.82
6617,TSJ505A041D,ST,1,+,176.84
6618,71920622,ST,200,+,0.01
6619,71920622,ST,300,+,0.01
6620,TE203,WD,1,+,14
6621,F4-AJ2,WD,2,-,0
6622,PL001,ST,4,+,0.01
6623,TSJ505A041D,ST,1,+,176.84
6624,TCP11F2W,ST,1,-,0
6625,PL001,ST,6,+,0.01
6626,CC-00006,ST,1,-,0
6627,TCP11F2W,ST,1,-,0
6628,PL001,ST,20,+,0.01
6629,TCP11F2W,ST,1,+,251.58
6630,TSJ432B004,ST,1,+,0.01
6631,DSP-06,ST,1,-,0
6632,TJK504A008N,ST,2,+,0.01
6633,TCPA90A2R6-F,ST,1,+,538.5
6634,TCPA150EB2V-F,ST,1,-,0
6635,TCP11F2W,ST,3,+,280.86
6636,TCPA150B2V-F,ST,1,-,0
6637,CC-00002,ST,1,+,173.99
6638,TCP11F2W,ST,1,-,0
6639,TCP11F2W,ST,1,-,0
6640,MIT-EURO6-B2,ST,10,+,0.01
6641,TCPA90A2R6-F,ST,1,+,538.5
6642,ACA272C064,ST,1,-,0
6643,TCPA150B2R6-F,ST,1,+,748.56
6644,TH100B,ST,2,-,0
6645,SSA566B054,ST,1,-,0
6646,TCPA150EB2V-F,ST,5,+,732.78
6647,BD00001,ST,18,+,0.01
6648,E1043,ST,1,+,281.3
6649,TCPA90A1R6-F,ST,1,+,560.11
6650,BK-6PK900,ST,1,+,13
6651,TCP11F2W,ST,1,-,0
6652,TCP11F2W,ST,1,-,0
6653,TCP11F2W,ST,2,-,0
6654,B7ISU-NPR85U-E6-B,ST,10,+,0.01
6655,90091S,ST,2,+,0.01
6656,TSJ505A041D,ST,1,+,176.84
6657,TSJ006A009C,WD,2,+,76.01
6658,F4-AJ3,WD,1,-,0
6659,TCPA150EB2V-F,ST,1,-,0
6660,TCP11F2W,ST,2,-,0
6661,TCP11F2W,ST,1,+,252.55
6662,MIT-E5-PA,ST,2,+,0.01
6663,MIT-EURO6-B1,ST,10,+,0.01
6664,TCP11F2W,ST,1,-,0
6665,TCP11F2W,ST,1,-,0
6666,TCP11F2W,ST,2,-,0
6667,TSJ006A009C,ST,2,+,76.01
6668,SSA382F108,ST,5,+,0.01
6669,TSJ006A009C,ST,2,+,76.01
6670,TSJ006A009C,ST,2,+,76.01
6671,TCP11F2W,ST,2,-,0
6672,TCPA150B2R6-F,ST,3,+,748.56
6673,SSA431J020A,ST,1,+,0.01
6674,TCPA150EB2R6-F,ST,1,+,748.56
6675,TCP11F2W,ST,1,+,252.55
6676,TSJ006A009C,ST,2,+,76.01
6677,B2A52,ST,1,+,5
6678,MIT-EURO6-B,ST,7,+,0.01
6679,PBPU-6204-E6,ST,2,+,0.01
6680,TSJ432B004,ST,1,-,0
6681,ACA272C054,ST,1,+,41.55
6682,20198,ST,1,+,0.01
6683,071920619A,ST,8,+,0.01
6684,B7HINO-XZU710R-B,ST,1,+,0.01
6685,B2B63,WD,1,-,0
6686,TRC001,ST,1,-,0
6687,F4-3/8-90F,ST,3,-,0
6688,PBPU-6204-E6,ST,10,+,0.01
6689,GDGIHEBOM12X1.75X30MM,ST,167,+,0.28
6690,TCPA150B1R6-F,ST,1,+,722.76
6691,TD22DLCN2B,ST,1,+,0.01
6692,TJC433A016,ST,1,+,0.01
6693,GDGIHEBOM12X1.75X30MM/S,ST,167,+,0.28
6694,CC-00005,ST,1,+,180.55
6695,MIT-E5-PA,ST,1,+,0.01
6696,TOY-E5-MGP,ST,1,+,0.01
6697,FC505-08,ST,9.83,+,0.01
6698,B7ISU-NPR85U-E6-B,ST,10,+,0.01
6699,F4-DFU-048,ST,6,+,0.01
6700,MIT-E5-PA,ST,1,+,0.01
6701,MIT-E5-PA,ST,3,+,0.01
6702,TCP11F1W,ST,1,+,272.9
6703,TCP11F2W,ST,2,+,280.86
6704,TCP11F2W,ST,1,+,280.86
6705,B7HINO-XZU710R-B,ST,5,+,0.01
6706,SAA382A008,ST,1,+,42.41
6707,TCPA150B2V-F,ST,1,-,0
6708,ACMAUR7905,ST,2,+,0.01
6709,RBP.2577,ST,90,+,0.01
6710,FC505-08,ST,2.5,+,0.01
6711,SSA382F108,ST,2,+,0.01
6712,PBPU-6204-E6,ST,1,+,0.01
6713,DSP-04,WD,7,+,5.7
6714,DSP-08,WD,1,-,0
6715,MIT-EURO6-B,ST,1,+,0.01
6716,MIT-EURO6-B2,ST,5,+,0.01
6717,TOY-E5-MGP,ST,5,+,0.01
6718,HBL5669C,ST,1,+,0.01
6719,FEFUHL-610502,ST,20,+,2.5
6720,TSJ505A041D,ST,1,+,177.37
6721,TCP11F2W,ST,2,-,0
6722,TCP11F2W,ST,1,+,252.55
6723,TCP11F2W,ST,1,+,252.55
6724,071920619A,ST,4,+,0.01
6725,TSJ505A046J,ST,1,-,0
6726,TCP11F2W,ST,1,+,252.55
6727,SSA356B302,ST,93,+,0.01
6728,LEDIVIST,ST,4,+,0.01
6729,F4-DFU-058,ST,4,+,0.01
6730,TCP11F2W,ST,3,-,0
6731,PBPU-6204-E6,ST,1,+,0.01
6732,TCPA150B2R6-F,ST,2,+,748.56
6733,PBPU-6204-E6,ST,2,+,0.01
6734,MIT-EURO6-B,ST,1,+,0.01
6735,AAALCO-6700MML,ST,12,+,0.01
6736,AAALCO-6700MML,ST,8,+,0.01
6737,TCPA150B2R6-F,ST,1,+,748.56
6738,B2B51,WD,1,-,0
6739,B2A51.5,WD,1,+,4.6
6740,PBPU-6204-E6,ST,2,+,0.01
6741,WDCOBO-2.4,ST,4,+,2.8
6742,TCPA150B2R6-F,ST,1,+,280.86
6743,B7ISU-NPR85-E5-B,ST,1,+,0.01
6744,MIT-EURO6-B,ST,5,+,0.01
6745,B7ISU-NPR75-B (S),ST,1,+,0.01
6746,B7ISU-NPR85-E5-B,ST,4,+,0.01
6747,CC-00006,ST,1,-,0
6748,FC505-08,ST,18,+,0.01
6749,PBPU-6204-E6,ST,2,+,0.01
6750,TH100B,ST,3,+,0.01
6751,TCPA150B2R6-F,ST,2,+,748.56
6752,TCP11F1W,ST,2,+,251.58
6753,TCPA150EB2R6-F,ST,2,+,748.56
6754,TCPA150B2R6-F,ST,1,+,748.56
6755,TCPA150EB2R6-F,ST,1,+,748.56
6756,CBPVCAU-26/0.26MMBLACK,ST,1,+,6.35
6757,FEFU1AMP-BLADE,ST,1,-,0
6758,TCPA150B2R6-F,ST,1,+,280.86
6759,TJC433A016,ST,1,-,0
6760,CC-00006,ST,1,-,0
6761,PBPU-6204-E6,ST,50,+,0.01
6762,B7ISU-NPR75-B,ST,1,+,0.01
6763,TCPA150B2R6-F,ST,1,+,748.56
6764,TCP11F2W,ST,1,+,252.55
6765,TCPA90A1R6-F,ST,1,+,560.11
6766,TCPA150B2R6-F,ST,2,+,748.56
6767,TCPA150B2R6-F,ST,1,+,748.56
6768,Z4HJ,ST,5,+,0.01
6769,B2B58,ST,1,-,0
6770,BD00001,ST,5,+,0.01
6771,BD00001,ST,2,+,0.01
6772,B7HINO-XZU710R-B,ST,1,+,0.01
6773,B7ISU-NHR87AU-E6-B,ST,1,+,0.01
6774,TCPA150B2R6-F,ST,2,+,748.56
6775,30300,ST,3,+,0.01
6776,TCPA150B2R6-F,ST,1,+,748.56
6777,TSJ505A041D,ST,1,+,176.8
6778,B7HINO-XZU710R-B,ST,4,+,0.01
6779,SSA521A406,ST,4,+,10.67
6780,DOORLOCK,ST,4,+,0.01
6781,ACA272C065,ST,1,+,137.51
6782,F4-DFU-048,ST,1,+,0.01
6783,TCP11F2W,ST,2,-,0
6784,TJK504A008N,ST,2,-,0
6785,TCP11F2W,ST,1,+,252.55
6786,60091S,WD,6,+,2.7
6787,DSP-07,WD,1,-,0
6788,ACA272C065,ST,1,+,137.51
6789,70115,TL,1,-,0
6790,TCPA150B2R6-F,ST,1,+,748.56
6791,BD00001,ST,5,+,0.01
6792,ACA272C064,ST,1,+,0.01
6793,TCPA90A2R6-F,ST,1,+,560.11
6794,ACA272C064,ST,1,+,0.01
6795,TCPA150B2R6-F,ST,1,+,748.56
6796,71920622,ST,300,+,0.01
6797,BD00002,ST,1,+,0.01
6798,TCP11F2W,ST,2,-,0
6799,TCP11F2W,ST,1,-,0
6800,TCP11F2W,ST,2,-,0
6801,TSJ006A009C,ST,2,+,75.77
6802,TSJ006A009C,ST,2,+,75.77
6803,TSJ006A009C,ST,2,+,75.77
6804,ACA272C064,ST,1,+,0
6805,TSJ505A047K,ST,1,-,0
6806,B7HINO-XZU710R-B,ST,10,+,0.01
6807,ACA272C064,ST,1,+,0
6808,TCPA150B1R6-F,ST,1,+,722.76
6809,TSJ505A047K,ST,1,-,0
6810,TCPA150B1R6-F,ST,1,+,722.76
6811,TOY-E5-MGP,ST,1,+,0.01
6812,TCPA90A1R6-F,ST,1,+,272.99
6813,TSJ505A047K,ST,1,+,329.97
6814,HABOXHANDLE-4,ST,4,+,2.77
6815,BD00002,ST,10,+,0.01
6816,TCP11F2W,ST,1,+,252.55
