2420-3700,2420,TJD116A035A,ST,-,3.0000
2420-3701,2420,TJF006A061K,ST,-,1.0000
2420-3702,2420,TR13DW-V-7-11A,ST,-,6.0000
2420-3703,2420,TSJ382A005D,ST,-,1.0000
2420-3704,2420,TSJ452A001B,ST,+,10.0000
2420-3705,2420,TSJ502A040,ST,-,1.0000
2420-3706,2420,TSJ502A061AD,ST,-,1.0000
2420-3707,2420,TSJ502A061D,ST,+,2.0000
2421-9704,2421,VCP008510,ST,-,12.0000
2422-9712,2422,B4IPB,WD,-,2.0000
2422-9713,2422,F1DN-163,WD,-,1.0000
2422-9714,2422,F3Y-730-7/M,WD,-,1.0000
2422-9715,2422,R22262 87A (12V),WD,-,1.0000
2422-9716,2422,ACA272C008,WD,+,1.0000
2422-9717,2422,ACA272C009,WD,-,3.0000
2422-9718,2422,ACA272C053,WD,-,4.0000
2422-9719,2422,ACA272C054,WD,-,2.0000
2422-9720,2422,ACA272C064,WD,-,1.0000
2422-9721,2422,ACA272C082,WD,-,1.0000
2422-9722,2422,ACA932C001A,WD,-,2.0000
2422-9723,2422,ACA932C002D,WD,-,3.0000
2422-9724,2422,ACA932D002,WD,-,1.0000
2422-9725,2422,B3NU1005,WD,-,4.0000
2422-9726,2422,C3-TR-ON/3-4,WD,-,1.0000
2422-9727,2422,C3-TR-ON/3-7,WD,-,1.0000
2422-9728,2422,C9-SC-03,WD,-,2.0000
2422-9729,2422,R1HG212,WD,-,1.0000
2422-9730,2422,R1HG224,WD,-,1.0000
2422-9731,2422,R1LY212,WD,-,1.0000
2422-9732,2422,SG90L-4,WD,-,2.0000
2422-9733,2422,SSA923A205,WD,-,4.0000
2422-9734,2422,SSA925A006,WD,-,2.0000
2422-9735,2422,SSA925A057,WD,-,4.0000
2422-9736,2422,SSA925C003A,WD,-,3.0000
2422-9737,2422,SSA925C003C,WD,-,4.0000
2422-9738,2422,SSA925C003D,WD,-,2.0000
2422-9739,2422,SSA925C051P,WD,-,1.0000
2422-9740,2422,SSA925C055M,WD,-,2.0000
2422-9741,2422,038623737,WD,-,2.0000
2422-9742,2422,072301288,WD,-,2.0000
2422-9743,2422,072301295,WD,-,4.0000
2422-9744,2422,072301296,WD,-,1.0000
2424-3709,2424,30125,ST,+,6.0000
2424-3710,2424,110-459,ST,+,1.0000
2426-3711,2426,TD25DXB-1L1,ST,-,1.0000
2426-3712,2426,SSA555A005,ST,+,24.0000
2427-3713,2427,SSA383B304,ST,+,1.0000
2428-3714,2428,B2B37,ST,-,5.0000
2429-3715,2429,TDJ301DL2,ST,+,1.0000
2431-3716,2431,119653-77950,ST,+,5.0000
2431-3717,2431,119285-77950,ST,-,5.0000
2432-3718,2432,SSA566B010,ST,+,1.0000
2433-10729,2433,TCP11F2W,ST,-,1.0000
2433-10730,2433,ACA201A020,ST,+,1.0000
2433-10731,2433,ACA272C065,ST,+,1.0000
2437-3722,2437,51902,ST,-,640.0000
2437-3723,2437,51903,ST,-,8.0000
2438-3724,2438,PIF.1050,ST,-,457.0000
2438-3725,2438,PIF.1336,ST,-,132.0000
2439-4482,2439,F4-AJ2-1/2,ST,+,1.0000
2440-3726,2440,F4-AJ2-1/2,ST,+,2.0000
2441-3727,2441,TD21DSL2,ST,-,1.0000
2443-4209,2443,TJD116A035A,ST,-,4.0000
2443-4210,2443,TJD116A035B,ST,-,24.0000
2443-4211,2443,TJD116A036A,ST,+,2.0000
2443-4213,2443,TJD311B014,ST,-,1.0000
2443-4214,2443,TJD501A003N,ST,-,1.0000
2443-4215,2443,TJF116A057,ST,-,15.0000
2443-4216,2443,TJF116A134,ST,+,1.0000
2443-4217,2443,TJF116A135,ST,-,2.0000
2443-4218,2443,TJF151A007B,ST,-,4.0000
2443-4219,2443,TJF151A007C,ST,-,2.0000
2443-4220,2443,TJG006A006A,ST,-,12.0000
2443-4221,2443,TJG006A006B,ST,-,9.0000
2443-4222,2443,TLB271A003,ST,+,6.0000
2443-4223,2443,TLB311A009A,ST,-,1.0000
2443-4224,2443,TLB382B020A,ST,+,1.0000
2443-4225,2443,TLB504A097,ST,-,4.0000
2443-4226,2443,TR13DW-S-4-6A,ST,-,38.0000
2443-4227,2443,TSJ006A004C,ST,-,3.0000
2443-4228,2443,TSJ272C028,ST,-,5.0000
2443-4229,2443,TSJ272D009A,ST,-,1.0000
2443-4230,2443,TSJ272D017,ST,-,1.0000
2443-4231,2443,TSJ382A005F,ST,+,5.0000
2443-4232,2443,TSJ452A001B,ST,-,10.0000
2443-4233,2443,TSJ502A023,ST,-,2.0000
2443-4234,2443,TSJ502A036,ST,-,2.0000
2443-4235,2443,TSJ502A061AD,ST,+,1.0000
2443-4236,2443,TSJ502A061D,ST,-,1.0000
2443-4237,2443,TSJ505A024,ST,+,2.0000
2443-4238,2443,TSJ541B002B,ST,-,55.0000
2443-4239,2443,TSJ621A004,ST,-,1.0000
2443-4240,2443,TSJ932A005,ST,-,22.0000
2444-3728,2444,RVF.8610,ST,-,152.0000
2444-3729,2444,RVF.7029,ST,-,761.0000
2444-3731,2444,RVF.13143,ST,-,200.0000
2445-3732,2445,31A0420200,ST,-,2.0000
2445-3733,2445,31A0430100,ST,-,2.0000
2445-3734,2445,31A0711701,ST,-,1.0000
2445-3735,2445,31A1710602,ST,+,3.0000
2445-3736,2445,31B0123200,ST,+,1.0000
2445-3737,2445,ABS223D001,ST,+,1.0000
2445-3738,2445,ACA223D003,ST,-,8.0000
2445-3739,2445,ACA223D004,ST,-,9.0000
2445-3740,2445,ACA226D001,ST,-,8.0000
2445-3741,2445,ACA226D011,ST,-,12.0000
2445-3742,2445,ACA226D012,ST,-,2.0000
2445-3750,2445,ACA932C003,ST,+,1.0000
2445-3751,2445,ACA932C004,ST,-,10.0000
2445-3753,2445,ACA932C005S,ST,-,1.0000
2445-3756,2445,ACA932C025,ST,+,1.0000
2445-3759,2445,ACA932C026,ST,+,1.0000
2445-3761,2445,ACA932C029,ST,+,2.0000
2445-3762,2445,ACA932C033,ST,+,1.0000
2445-3765,2445,ACA932C035A,ST,+,9.0000
2445-3767,2445,ACA932D002,ST,-,19.0000
2445-3769,2445,B3NU1005,ST,+,12.0000
2445-3772,2445,CSA432B006,ST,-,10.0000
2445-3773,2445,MD008762,ST,+,1.0000
2445-3774,2445,MD016317,ST,+,1.0000
2445-3775,2445,MD115472,ST,-,8.0000
2445-3776,2445,MM40742202,ST,-,12.0000
2445-3777,2445,MM409302,ST,-,2.0000
2445-3778,2445,MM409326,ST,+,1.0000
2445-3779,2445,MM433922,ST,+,3.0000
2445-3780,2445,MM435190,ST,+,14.0000
2445-3781,2445,SSA387B121,ST,-,4.0000
2445-3782,2445,SSA387B121A,ST,-,1.0000
2445-3783,2445,SSA387B121C,ST,-,5.0000
2445-3785,2445,SSA431A043,ST,-,3.0000
2445-3786,2445,SSA512T037A,ST,+,3.0000
2446-3743,2446,PIF.1906,ST,-,80.0000
2446-3744,2446,PIF.1912,ST,-,99.0000
2446-3745,2446,PWI.1247,ST,-,152.0000
2446-3746,2446,PWI.687,ST,-,152.0000
2446-3747,2446,ARMT.1953,ST,-,49.0000
2447-3748,2447,TD22DXB-1L1,ST,+,2.0000
2447-3749,2447,TD22DXB-1L2,ST,+,3.0000
2447-3752,2447,TD25DXB-1L2,ST,+,3.0000
2447-3754,2447,TD30DXB-1L1,ST,-,2.0000
2447-3757,2447,TD30DXB-1L2,ST,+,2.0000
2447-3758,2447,TD36DSL2,ST,-,1.0000
2447-3760,2447,TDJ301DL1,ST,+,1.0000
2447-3763,2447,TU73D,ST,-,1.0000
2447-3764,2447,TU73DX-25-4,ST,+,1.0000
2447-3766,2447,D315Y415V,ST,-,7.0000
2447-3768,2447,B210Y415V,ST,-,7.0000
2447-3770,2447,51902,ST,-,32.0000
2447-3771,2447,RVF.7029,ST,+,152.0000
2448-3784,2448,0550252,ST,+,5.0000
2449-3787,2449,0550254,ST,+,5.0000
2449-3788,2449,0550256,ST,+,9.0000
2449-3789,2449,056035,ST,-,1.0000
2449-3790,2449,0600,ST,-,1.0000
2449-3791,2449,06153,ST,+,1.0000
2449-3792,2449,06154,ST,-,1.0000
2449-3793,2449,06156,ST,+,1.0000
2449-3794,2449,0696,ST,+,11.0000
2449-3795,2449,29105,ST,+,2.0000
2449-3797,2449,29155,ST,+,6.0000
2449-3798,2449,29342,ST,+,1.0000
2449-3799,2449,29346,ST,+,1.0000
2449-3800,2449,29354,ST,+,8.0000
2449-3802,2449,29356,ST,-,5.0000
2449-3803,2449,29373,ST,-,4.0000
2449-3804,2449,29752,ST,+,1.0000
2449-3805,2449,30873,ST,-,2.0000
2449-3806,2449,31042,ST,-,2.0000
2449-3807,2449,31044,ST,-,2.0000
2449-3808,2449,31743,ST,-,1.0000
2449-3809,2449,38833,ST,-,13.0000
2449-3810,2449,41692,ST,-,1.0000
2449-3811,2449,41843,ST,-,1.0000
2449-3812,2449,41895,ST,-,3.0000
2449-3813,2449,45573,ST,-,2.0000
2449-3814,2449,41692,ST,-,1.0000
2449-3815,2449,41843,ST,-,1.0000
2449-3817,2449,45883,ST,-,3.0000
2449-3818,2449,47672,ST,-,1.0000
2449-3819,2449,53703,ST,-,1.0000
2449-3820,2449,53765,ST,-,1.0000
2449-3821,2449,53801033,ST,-,1.0000
2449-3822,2449,5380775,ST,-,7.0000
2449-3823,2449,555070,ST,-,1.0000
2449-3824,2449,56855,ST,-,2.0000
2449-3825,2449,56864,ST,-,1.0000
2449-3826,2449,643218,ST,-,11.0000
2449-3827,2449,7011,ST,-,1.0000
2449-3828,2449,70332,ST,-,3.0000
2449-3829,2449,70353,ST,-,1.0000
2449-3830,2449,70355,ST,-,2.0000
2449-3831,2449,70395,ST,+,1.0000
2449-3832,2449,70412,ST,-,1.0000
2449-3833,2449,70715,ST,-,2.0000
2449-3834,2449,70735,ST,-,5.0000
2449-3835,2449,70805,ST,+,6.0000
2450-4020,2450,SSA555A005,ST,+,10.0000
2450-4022,2450,895-BLACK-SIZE43,ST,+,2.0000
2451-4023,2451,11375500,ST,-,2.0000
2451-4024,2451,30L1700010,ST,-,2.0000
2451-4025,2451,31A1701301,ST,-,3.0000
2451-4026,2451,31A1701301,ST,-,3.0000
2451-4027,2451,31A1710600,ST,-,3.0000
2451-4028,2451,31B0111022,ST,-,1.0000
2451-4029,2451,31B0131021,ST,+,1.0000
2451-4030,2451,9080220150,ST,-,3.0000
2451-4031,2451,AAD223F002,ST,+,1.0000
2451-4032,2451,ACA201A304C,ST,-,1.0000
2451-4034,2451,ACA221B019,ST,-,1.0000
2451-4035,2451,ACA222B001,ST,+,8.0000
2451-4036,2451,ACA222B023,ST,-,25.0000
2451-4037,2451,ACA223B401B,ST,-,9.0000
2451-4038,2451,ACA223C010,ST,-,13.0000
2451-4039,2451,ACA223C012,ST,-,7.0000
2451-4040,2451,ACA223C013,ST,-,5.0000
2451-4041,2451,ACA223C015,ST,-,7.0000
2451-4042,2451,ACA223C401,ST,-,3.0000
2451-4043,2451,ACA223D002,ST,-,1.0000
2451-4044,2451,ACA223D008,ST,-,30.0000
2451-4045,2451,ACA223D009,ST,-,25.0000
2451-4046,2451,ACA223D014,ST,-,37.0000
2451-4047,2451,ACA223D015,ST,-,37.0000
2451-4048,2451,ACA223D401,ST,-,24.0000
2451-4049,2451,ACA223D402,ST,-,17.0000
2451-4050,2451,ACA223F001,ST,-,40.0000
2451-4051,2451,ACA223F006,ST,-,13.0000
2451-4053,2451,ACA226B002,ST,-,1.0000
2451-4054,2451,ACA226C018B,ST,-,1.0000
2451-4055,2451,ACA226D002,ST,-,20.0000
2451-4056,2451,ACA226D006,ST,-,5.0000
2451-4057,2451,ACA226D009,ST,+,1.0000
2451-4058,2451,ACA272C054,ST,+,6.0000
2451-4059,2451,ACA272C082,ST,-,16.0000
2451-4061,2451,ACA932C008A,ST,-,2.0000
2451-4062,2451,ACA932C015A,ST,-,2.0000
2451-4063,2451,ACA932C035,ST,-,20.0000
2451-4064,2451,ACA932D002A,ST,-,18.0000
2451-4065,2451,ACA932D005,ST,-,4.0000
2451-4066,2451,B210Y230V,ST,-,10.0000
2451-4067,2451,B210Y415V,ST,-,27.0000
2451-4073,2451,E2-230-400VA,ST,-,2.0000
2451-4074,2451,E2-26Y8-12V,ST,-,38.0000
2451-4075,2451,E2-30Y8-24V,ST,-,13.0000
2451-4077,2451,E2-415-400VA,ST,-,4.0000
2451-4078,2451,E2-MDS1225-12,ST,-,5.0000
2451-4079,2451,EDE-1034H,ST,+,1.0000
2451-4080,2451,FUJI/SC-0/230V,ST,-,5.0000
2451-4081,2451,FUJI/SC-0/415V/4-6A,ST,-,28.0000
2451-4082,2451,M106X57171,ST,+,1.0000
2451-4083,2451,M106X-57271,ST,-,1.0000
2451-4084,2451,MD068355,ST,-,2.0000
2451-4085,2451,MD070717,ST,-,2.0000
2451-4086,2451,MIT-639-P,ST,-,29.0000
2451-4087,2451,MM432104,ST,-,10.0000
2451-4088,2451,MM432143,ST,-,2.0000
2451-4089,2451,MM432144,ST,-,2.0000
2451-4090,2451,MM433921,ST,+,1.0000
2451-4091,2451,MM438796,ST,-,1.0000
2451-4092,2451,RA25897,ST,+,1.0000
2452-3839,2452,14-00326-03,ST,-,1.0000
2452-3840,2452,14-00326-03,ST,-,5.0000
2452-3841,2452,54-00554-01,ST,-,5.0000
2452-3842,2452,54-60006-18,ST,+,1.0000
2453-3843,2453,103-46,ST,-,20.0000
2453-3844,2453,105-353,ST,-,8.0000
2453-3845,2453,110-459,ST,+,4.0000
2454-3846,2454,B2A23,ST,+,5.0000
2454-3847,2454,B2A24,ST,-,3.0000
2454-3848,2454,B2A24.5,ST,-,3.0000
2454-3849,2454,B2A25,ST,-,12.0000
2454-3850,2454,B2A25.5,ST,-,1.0000
2454-3851,2454,B2A27,ST,-,3.0000
2454-3852,2454,B2A26,ST,-,4.0000
2454-3853,2454,B2A28,ST,-,13.0000
2454-3854,2454,B2A29,ST,+,8.0000
2454-3855,2454,B2A30,ST,+,1.0000
2454-3856,2454,B2A31,ST,+,9.0000
2454-3857,2454,B2A32,ST,-,2.0000
2454-3858,2454,B2A33,ST,+,12.0000
2454-3859,2454,B2A34,ST,-,3.0000
2454-3860,2454,B2A35,ST,-,7.0000
2454-3861,2454,B2A36,ST,-,25.0000
2455-3862,2455,040695-00103D,ST,+,1.0000
2455-3863,2455,040692-00403D,ST,+,4.0000
2455-3864,2455,040692-00703D,ST,+,4.0000
2455-3865,2455,040745-00103D,ST,+,2.0000
2455-3866,2455,040692-00103D,ST,+,8.0000
2455-3867,2455,040745-01803D,ST,+,1.0000
2455-3868,2455,040678-00103D,ST,+,4.0000
2455-3869,2455,040676-00303D,ST,+,4.0000
2455-3870,2455,140700-55803D,ST,+,1.0000
2456-3871,2456,SSA383D007B,ST,+,1.0000
2457-3872,2457,60-60013,WP,+,1.0000
2457-3873,2457,MM31760401,WP,+,1.0000
2457-3874,2457,B2A31,WP,+,1.0000
2458-4012,2458,070822017,ST,+,7.0000
2458-4013,2458,127101,ST,-,128.0000
2458-4014,2458,127301,ST,-,46.0000
2458-4015,2458,204600,ST,-,30.0000
2458-4016,2458,230000,ST,-,3.0000
2458-4017,2458,230002,ST,+,13.0000
2458-4018,2458,32801,ST,+,52.0000
2458-4019,2458,61272,ST,-,20.0000
2461-3877,2461,B2A37,ST,-,3.0000
2461-3878,2461,B2A53,ST,-,26.0000
2461-3879,2461,B2A39,ST,-,18.0000
2461-3880,2461,B2A40,ST,-,5.0000
2461-3881,2461,B2A41,ST,-,3.0000
2461-3882,2461,B2A42,ST,-,5.0000
2461-3883,2461,B2A43,ST,-,18.0000
2461-3884,2461,B2A44,ST,-,7.0000
2461-3885,2461,B2A45,ST,-,30.0000
2461-3886,2461,B2A46,ST,-,1.0000
2461-3887,2461,B2A47,ST,-,19.0000
2461-3888,2461,B2A48,ST,-,9.0000
2461-3889,2461,B2A49,ST,+,3.0000
2461-3890,2461,B2A50,ST,+,15.0000
2461-3891,2461,B2A51,ST,-,20.0000
2461-3892,2461,B2A52,ST,-,17.0000
2461-3893,2461,B2A54,ST,-,27.0000
2461-3894,2461,B2A53,ST,-,26.0000
2461-3895,2461,B2A55,ST,-,15.0000
2461-3896,2461,B2A55,ST,-,15.0000
2461-3897,2461,B2A56,ST,-,12.0000
2461-3898,2461,B2A57,ST,-,3.0000
2461-3899,2461,B2A58,ST,-,38.0000
2461-3900,2461,B2A59,ST,+,8.0000
2461-3901,2461,B2A60,ST,-,12.0000
2462-3904,2462,B2A61,ST,-,4.0000
2462-3905,2462,B2A62,ST,-,21.0000
2462-3906,2462,B2A63,ST,-,5.0000
2462-3907,2462,B2A64,ST,-,4.0000
2462-3908,2462,B2A65,ST,-,5.0000
2462-3909,2462,B2A66,ST,-,4.0000
2462-3910,2462,B2B24,ST,+,4.0000
2462-3911,2462,B2B26,ST,-,2.0000
2462-3912,2462,B2B27,ST,-,8.0000
2462-3913,2462,B2B28,ST,-,108.0000
2462-3914,2462,B2B29,ST,-,4.0000
2462-3915,2462,B2B30,ST,-,13.0000
2462-3916,2462,B2B32,ST,-,18.0000
2462-3917,2462,B2B33,ST,-,8.0000
2462-3918,2462,B2B34,ST,-,12.0000
2462-3919,2462,B2B35,ST,-,10.0000
2462-3920,2462,B2B36,ST,-,14.0000
2462-3921,2462,B2B37,ST,-,16.0000
2462-3922,2462,B2B38,ST,-,20.0000
2462-3923,2462,B2B39,ST,-,8.0000
2462-3924,2462,B2B40,ST,-,29.0000
2462-3925,2462,B2B41,ST,-,3.0000
2462-3926,2462,B2B42,ST,-,65.0000
2462-3927,2462,B2B43,ST,-,4.0000
2462-3928,2462,B2B44,ST,-,6.0000
2462-3929,2462,B2B45,ST,-,51.0000
2462-3930,2462,B2B46,ST,-,25.0000
2462-3931,2462,B2B47,ST,-,90.0000
2462-3932,2462,B2B48,ST,-,12.0000
2462-3933,2462,B2B49,ST,-,55.0000
2462-3934,2462,B2B50,ST,+,10.0000
2462-3935,2462,B2B51,ST,-,30.0000
2462-3936,2462,B2B52,ST,+,3.0000
2462-3937,2462,B2B52.5,ST,+,3.0000
2462-3938,2462,B2B53,ST,-,62.0000
2462-3939,2462,B2B54,ST,-,53.0000
2462-3940,2462,B2B55,ST,-,11.0000
2462-3941,2462,B2B56,ST,-,7.0000
2462-3942,2462,B2B57,ST,-,58.0000
2462-3943,2462,B2B57.5,ST,-,5.0000
2462-3944,2462,B2B58,ST,-,152.0000
2462-3945,2462,B2B58,ST,-,152.0000
2462-3946,2462,B2B59,ST,-,8.0000
2462-3947,2462,B2B60,ST,-,32.0000
2462-3948,2462,B2B61,ST,+,13.0000
2462-3949,2462,B2B62,ST,-,5.0000
2462-3950,2462,B2B63,ST,-,22.0000
2462-3951,2462,B2B64,ST,-,4.0000
2462-3952,2462,B2B66,ST,+,5.0000
2462-3953,2462,B2B67,ST,-,10.0000
2462-3954,2462,B2B68,ST,+,1.0000
2462-3955,2462,B2B69,ST,-,4.0000
2462-3956,2462,B2B73,ST,+,13.0000
2462-3957,2462,B2B75,ST,+,12.0000
2462-3958,2462,B2B76,ST,+,9.0000
2462-3959,2462,B2B77,ST,-,12.0000
2462-3960,2462,B2B78,ST,-,28.0000
2462-3961,2462,B2B81,ST,+,3.0000
2462-3962,2462,B2B84,ST,-,15.0000
2462-3963,2462,B2B85,ST,+,14.0000
2463-3964,2463,030520744,ST,-,2.0000
2463-3965,2463,035422247,ST,+,4.0000
2463-3966,2463,070115766,ST,-,23.0000
2463-3967,2463,070120783,ST,-,1.0000
2463-3968,2463,070122152A,ST,-,2.0000
2463-3969,2463,070122685,ST,+,13.0000
2463-3970,2463,070322203,ST,-,71.0000
2463-3971,2463,070322206,ST,-,58.0000
2463-3972,2463,071822047,ST,+,3.0000
2463-3973,2463,071919495A,ST,+,33.0000
2463-3974,2463,071917304,ST,-,48.0000
2463-3975,2463,071917306,ST,-,10.0000
2463-3976,2463,071919496A,ST,-,6.0000
2463-3977,2463,071920618A,ST,-,24.0000
2463-3978,2463,071920619A,ST,-,18.0000
2463-3979,2463,071920622,ST,-,16.0000
2463-3980,2463,071921023,ST,-,1.0000
2463-3981,2463,071922042,ST,-,183.0000
2463-3983,2463,071922892A,ST,+,101.0000
2463-3984,2463,072301295,ST,+,13.0000
2463-3985,2463,072301296,ST,+,49.0000
2463-3987,2463,32010,ST,-,9.0000
2463-3988,2463,324500,ST,-,10.0000
2463-3989,2463,324501,ST,+,6.0000
2463-3990,2463,60090S,ST,-,36.0000
2463-3991,2463,60091S,ST,-,37.0000
2463-3992,2463,70406S,ST,-,16.0000
2463-3993,2463,70822S,ST,-,26.0000
2463-3994,2463,70921,ST,+,1.0000
2463-3995,2463,CAWT28.22H/W,ST,+,7.0000
2463-3996,2463,CO.200,ST,-,2.0000
2464-3998,2464,0610,ST,-,2.0000
2464-3999,2464,0698,ST,-,11.0000
2464-4001,2464,2973Q5,ST,-,1.0000
2464-4002,2464,29755,ST,-,2.0000
2464-4003,2464,53801032,ST,-,4.0000
2464-4004,2464,56002,ST,-,1.0000
2464-4005,2464,56012,ST,-,1.0000
2464-4006,2464,56013,ST,-,2.0000
2464-4007,2464,56014,ST,-,1.0000
2464-4008,2464,56016,ST,-,1.0000
2464-4009,2464,56112,ST,-,1.0000
2464-4010,2464,56114,ST,-,2.0000
2464-4011,2464,56706,ST,-,1.0000
2465-3997,2465,70375,ST,-,2.0000
2466-4400,2466,60090S,ST,+,3.0000
2466-4401,2466,B210Y415V,ST,+,1.0000
2468-4243,2468,F4-AJ2-1/2,ST,+,1.0000
2469-4244,2469,R1047-0407,ST,+,1.0000
2470-4245,2470,R1047-0407,ST,-,1.0000
2471-4246,2471,B2B58,WP,+,72.0000
2472-4248,2472,B2B58,ST,+,3.0000
2472-4249,2472,TCP11COR,ST,+,1.0000
2472-4250,2472,SSA923A205,ST,+,1.0000
2472-4251,2472,SSA925A006,ST,+,1.0000
2474-4252,2474,F4-AJ2-1/2,ST,+,4.0000
2474-4253,2474,B2B58,ST,+,1.0000
2475-4254,2475,SSA925A006,ST,+,3.0000
2475-4255,2475,SSA352F043,ST,+,4.0000
2475-4256,2475,SSA925A057,ST,+,1.0000
2476-4257,2476,B2B58,ST,+,1.0000
2477-4258,2477,TJD504A057,ST,+,1.0000
2477-4259,2477,TJD504A028,ST,+,1.0000
2477-4260,2477,TJD504A024A,ST,+,1.0000
2477-4261,2477,TJD454A010A,ST,+,1.0000
2478-4262,2478,B2B58,ST,+,1.0000
2479-4263,2479,F4-AJ2-1/2,ST,+,2.0000
2480-4264,2480,071222172,ST,-,110.0000
2481-4409,2481,0550256,ST,-,5.0000
2481-4410,2481,0610,ST,+,2.0000
2481-4412,2481,29325,ST,+,2.0000
2481-4413,2481,29345,ST,-,1.0000
2481-4414,2481,29352,ST,+,3.0000
2481-4415,2481,29354,ST,-,6.0000
2481-4416,2481,29356,ST,+,5.0000
2481-4417,2481,29373,ST,+,4.0000
2481-4418,2481,30873,ST,+,2.0000
2481-4419,2481,30874,ST,+,1.0000
2481-4420,2481,30892,ST,-,1.0000
2481-4421,2481,30893,ST,+,1.0000
2481-4422,2481,31042,ST,+,3.0000
2481-4423,2481,38873,ST,+,2.0000
2481-4424,2481,38875,ST,+,2.0000
2481-4425,2481,41695,ST,+,8.0000
2481-4426,2481,41803,ST,+,1.0000
2481-4427,2481,41833,ST,-,1.0000
2481-4428,2481,41854,ST,+,4.0000
2481-4429,2481,41873,ST,+,2.0000
2481-4430,2481,41874,ST,+,4.0000
2481-4431,2481,41875,ST,+,5.0000
2481-4432,2481,41892,ST,+,1.0000
2481-4433,2481,41896,ST,+,1.0000
2481-4434,2481,41932,ST,-,1.0000
2481-4435,2481,41933,ST,-,1.0000
2481-4436,2481,45862,ST,+,1.0000
2481-4437,2481,45863,ST,+,1.0000
2481-4438,2481,45885,ST,+,1.0000
2481-4439,2481,53565,ST,+,1.0000
2481-4440,2481,53703,ST,+,1.0000
2481-4441,2481,53783,ST,-,1.0000
2481-4442,2481,5380502,ST,+,1.0000
2481-4443,2481,5380505,ST,-,1.0000
2481-4444,2481,5380775,ST,+,8.0000
2481-4445,2481,555050,ST,-,1.0000
2481-4446,2481,555070,ST,+,12.0000
2481-4447,2481,5550703,ST,+,5.0000
2481-4448,2481,56012,ST,+,1.0000
2481-4449,2481,56013,ST,+,2.0000
2481-4450,2481,56014,ST,+,1.0000
2481-4451,2481,56016,ST,+,1.0000
2481-4452,2481,56102,ST,-,2.0000
2481-4453,2481,56113,ST,-,1.0000
2481-4454,2481,56116,ST,+,2.0000
2481-4455,2481,56852,ST,+,2.0000
2481-4456,2481,56853,ST,-,2.0000
2481-4457,2481,56864,ST,+,1.0000
2481-4458,2481,643218,ST,+,11.0000
2481-4459,2481,7013,ST,-,8.0000
2481-4460,2481,70332,ST,+,3.0000
2481-4461,2481,70375,ST,+,2.0000
2481-4462,2481,70395,ST,-,2.0000
2481-4463,2481,70622,ST,+,2.0000
2481-4464,2481,70735,ST,+,8.0000
2481-4465,2481,70806,ST,+,1.0000
2482-4405,2482,SG90L-4,ST,+,1.0000
2482-4406,2482,TCP11F2,ST,+,1.0000
2484-4266,2484,ACA272C053,ST,-,6.0000
2485-4267,2485,SSA925A027,ST,+,1.0000
2485-4268,2485,SSA925A046,ST,+,1.0000
2486-4269,2486,F4-AJ2-1/2,ST,+,2.0000
2487-4270,2487,TCP24K,ST,+,1.0000
2488-4271,2488,TCP11F2,ST,+,1.0000
2488-4272,2488,SSA387B114F,ST,+,1.0000
2489-4273,2489,SSA925A057,ST,+,1.0000
2490-4275,2490,SSA923A205,ST,+,1.0000
2490-4276,2490,SSA925A006,ST,+,1.0000
2490-4277,2490,ACA272C053,ST,+,1.0000
2491-4278,2491,EF3224OGOW,ST,-,22.0000
2491-4280,2491,TD43DLCN2,ST,-,1.0000
2493-4342,2493,030520744,ST,+,1.0000
2493-4343,2493,030520827A,ST,-,1.0000
2493-4344,2493,035321301,ST,-,3.0000
2493-4345,2493,035422247,ST,+,8.0000
2493-4346,2493,035422278,ST,-,3.0000
2493-4347,2493,070115766,ST,-,42.0000
2493-4348,2493,070122152A,ST,+,1.0000
2493-4349,2493,070122685,ST,-,13.0000
2493-4350,2493,070820809,ST,-,8.0000
2493-4351,2493,071223589,ST,+,24.0000
2493-4352,2493,071423533C,ST,-,16.0000
2493-4353,2493,071917304,ST,+,41.0000
2493-4354,2493,071917306,ST,+,22.0000
2493-4355,2493,071919495A,ST,-,10.0000
2493-4356,2493,071920618A,ST,-,7.0000
2493-4357,2493,071920622,ST,-,16.0000
2493-4359,2493,071922484,ST,-,20.0000
2493-4360,2493,071922892A,ST,+,1.0000
2493-4361,2493,072301288,ST,+,13.0000
2493-4362,2493,072301295,ST,-,5.0000
2493-4363,2493,072301296,ST,+,6.0000
2493-4364,2493,082520475D,ST,+,3.0000
2493-4367,2493,127101,ST,-,30.0000
2493-4368,2493,127301,ST,-,28.0000
2493-4369,2493,204600,ST,+,22.0000
2493-4370,2493,204700,ST,+,87.0000
2493-4371,2493,230001,ST,-,5.0000
2493-4372,2493,230002,ST,+,5.0000
2493-4373,2493,32010,ST,+,1.0000
2493-4374,2493,32801,ST,-,1.0000
2493-4375,2493,60090S,ST,-,9.0000
2493-4376,2493,60091S,ST,-,5.0000
2493-4377,2493,70640,ST,-,2.0000
2493-4378,2493,70911,ST,+,10.0000
2493-4379,2493,"H1handle8""",ST,-,61.0000
2493-4380,2493,M3MSH-035,ST,+,2.0000
2494-4283,2494,60-60031,ST,+,1.0000
2494-4284,2494,SSA512K009,DL,+,1.0000
2494-4285,2494,B2B58,DL,+,1.0000
2494-4286,2494,SSA383D007B,DL,+,1.0000
2494-4287,2494,B2B28,DL,+,1.0000
