1249-645,1249,SSA512T037A,ST,-,3.0000
1250-646,1250,TCP11C2,ST,-,1.0000
1250-647,1250,ACA272C008,ST,+,1.0000
1250-648,1250,ACA201A020,ST,+,1.0000
1252-650,1252,038615900,ST,+,1.0000
1253-651,1253,038615900,WP,+,1.0000
1254-652,1254,038615900,ST,+,1.0000
1257-653,1257,0028,ST,+,14.0000
1257-654,1257,TCP11C2,ST,+,31.0000
1258-655,1258,0028,ST,-,14.0000
1258-656,1258,TCP11C1,ST,-,6.0000
1261-659,1261,070120783,ST,+,2.0000
1262-661,1262,070120783,ST,+,4.0000
1263-663,1263,070120783,ST,+,28.0000
1265-665,1265,071920618A,ST,+,4.0000
1265-666,1265,071920619A,ST,+,4.0000
1265-667,1265,070322206,ST,+,4.0000
1266-668,1266,070322206,ST,+,4.0000
1266-669,1266,070120783,ST,+,4.0000
1267-670,1267,070322206,ST,+,12.0000
1269-672,1269,56755,ST,+,24.0000
1270-673,1270,SSA512A019A,WP,+,3.0000
1271-674,1271,127301,ST,+,12.0000
1271-675,1271,038615900,ST,+,1.0000
1272-676,1272,038615900,ST,+,1.0000
1273-677,1273,070322206,ST,+,4.0000
1275-678,1275,F4-AJ2-1/2,ST,+,2.0000
1276-679,1276,038615900,ST,+,1.0000
1278-683,1278,SSA512K009,ST,+,2.0000
1279-684,1279,SSA512A019A,ST,+,3.0000
1280-685,1280,038615900,ST,+,1.0000
1281-686,1281,B2A57,ST,+,1.0000
1282-687,1282,038615900,ST,+,1.0000
1283-688,1283,F4-AJ2-1/2,ST,+,1.0000
1283-689,1283,F3PDM-S81COE,ST,+,1.0000
1284-690,1284,F4-AJ2-1/2,ST,+,1.0000
1284-691,1284,204700,ST,+,2.0000
1284-692,1284,F3PDM-S81COE,ST,+,1.0000
1285-693,1285,F4-AJ2-1/2,WP,+,1.0000
1285-694,1285,NRV 6,WP,+,1.0000
1286-695,1286,TCP11F2,ST,+,2.0000
1287-696,1287,B2A25,ST,+,1.0000
1292-699,1292,038615900,ST,+,1.0000
1293-700,1293,F3PDM-S81COE,ST,+,1.0000
1294-701,1294,TCP11F2,ST,+,1.0000
1295-703,1295,TCP11F2,ST,+,1.0000
1296-704,1296,TSJ502A040A,ST,+,1.0000
1297-702,1297,B2A25.5,ST,+,1.0000
1298-705,1298,230001,ST,+,4.0000
1299-706,1299,230001,ST,-,4.0000
1300-707,1300,230001,WP,+,4.0000
1301-708,1301,TD14CXH1,WP,+,1.0000
1302-710,1302,TD14CXH1,ST,+,3.0000
1303-711,1303,038615900,ST,+,1.0000
1305-713,1305,DAI-V118-B,ST,+,1.0000
1305-714,1305,DAI-V118-S,ST,+,1.0000
1306-715,1306,F3PDM-S81COE,ST,+,1.0000
1307-716,1307,071222172,ST,+,3.0000
1308-717,1308,071922483,ST,+,4.0000
1309-718,1309,10-77-169,ST,+,1.0000
1309-719,1309,TCP11F2,ST,+,4.0000
1309-720,1309,53765,ST,+,1.0000
1309-721,1309,TCP18H2,ST,+,1.0000
1309-722,1309,TCP18C2-KT2,ST,+,2.0000
1309-723,1309,TJC311B003,ST,+,2.0000
1310-725,1310,SSA521A024A,ST,+,3.0000
1311-726,1311,F3PDM-S81COE,ST,+,1.0000
1311-727,1311,08816-10000,ST,+,6.0000
1312-728,1312,10-107-272,ST,+,2.0000
1313-729,1313,SSA382A130A,ST,+,1.0000
1314-730,1314,SSA382B018B,ST,-,1.0000
1315-731,1315,038615900,ST,+,1.0000
1316-732,1316,071922483,ST,+,8.0000
1317-733,1317,038615900,ST,+,2.0000
1317-734,1317,230001,ST,+,4.0000
1318-735,1318,30500,ST,-,2.0000
1319-736,1319,TCP18H2,ST,+,6.0000
1319-737,1319,TCP18C2-KT2,ST,+,6.0000
1319-738,1319,TCP24K,ST,+,6.0000
1320-740,1320,F3PDM-S81COE,ST,+,1.0000
1321-741,1321,08816-10000,ST,+,6.0000
1325-742,1325,TJF116A042,ST,+,2.0000
1326-743,1326,230001,ST,+,4.0000
1331-752,1331,F4-AJ2-1/2,ST,+,1.0000
1331-753,1331,F3PDM-S81COE,ST,+,1.0000
1331-754,1331,08816-10000,ST,+,6.0000
1332-755,1332,F3PDM-S81COE,ST,+,2.0000
1332-756,1332,08816-10000,ST,+,4.0000
1334-757,1334,SSA387B069,ST,-,3.0000
1335-758,1335,SSA387B079,ST,-,4.0000
1336-759,1336,SSA387B079D,ST,-,6.0000
1337-760,1337,SSA387B079A,ST,-,15.0000
1338-761,1338,SSA387B079C,ST,-,53.0000
1339-762,1339,SSA387B099,ST,-,4.0000
1340-763,1340,SSA387B099A,ST,-,8.0000
1341-764,1341,SSA387B114,ST,-,2.0000
1342-765,1342,SSA387B114A,ST,-,38.0000
1344-767,1344,SSA387B114C,ST,-,32.0000
1345-768,1345,SSA387B114F,ST,+,2.0000
1346-846,1346,08816-10000,ST,+,6.0000
1347-769,1347,SSA387B114F,ST,-,2.0000
1348-770,1348,SSA387B121,ST,-,1.0000
1349-771,1349,SSA387B121A,ST,-,4.0000
1350-772,1350,SSA387B121C,ST,-,26.0000
1351-773,1351,SSA387B121B,ST,-,16.0000
1352-774,1352,SSA431A031,ST,-,1.0000
1353-775,1353,SSA431A109,ST,-,12.0000
1354-776,1354,SSA431J013A,ST,-,1.0000
1355-777,1355,SSA431B091,ST,-,2.0000
1356-778,1356,SSA431B065A,ST,-,15.0000
1357-779,1357,SSA512A013C,ST,-,68.0000
1358-847,1358,29755,ST,+,2.0000
1360-782,1360,SSA357H026,ST,+,9.0000
1361-783,1361,SSA381A228,ST,+,1.0000
1362-784,1362,SSA382B018B,ST,+,15.0000
1363-785,1363,SSA382F108A,ST,-,1.0000
1364-786,1364,SSA382F108,ST,+,1.0000
